"","L1B.r1","L1B.r2","L1B_benomyl.r1","L1B_benomyl.r2","L4C.r1","L4C.r2","L4C_benomyl.r1","L4C_benomyl.r2","U10D.r1","U10D.r2","U10D_benomyl.r1","U10D_benomyl.r2","U3B.r1","U3B.r2","U3B_benomyl.r1","U3B_benomyl.r2","U3E.r1","U3E.r2","U3E_benomyl.r1","U3E_benomyl.r2","U5C.r1","U5C.r2","U5C_benomyl.r1","U5C_benomyl.r2"
"CLUG_02998T0",8872,5852,3846,4632,14487,14338,5006,5007,8036,10723,6072,8186,9748,8708,3318,3894,9329,9542,10232,11447,8391,8715,8759,10461
"CLUG_02999T0",6300,4305,891,1151,10117,9755,1131,934,5936,7413,1757,1618,8189,7753,722,950,7759,7441,3724,3237,7305,7300,1378,1345
"CLUG_03000T0",12212,5160,1088,1608,16087,19029,1678,1661,10697,12281,1635,1547,8076,7328,260,356,8691,10120,2941,2222,6818,8516,353,261
"CLUG_03001T0",2992.80481027795,2059.07960776253,603.8448706599,706.486292867069,3885.76614934566,4095.73684302406,686.052362644952,618.858962639013,2789.56265284255,3448.60149609311,760.500982445511,827.476601626335,3434.13951710055,3723.28930072499,295.638992567416,441.746860202946,3309.60350674602,3963.51369696079,1712.48426192673,1798.68029335325,3223.67112686286,3638.43208914528,1106.26797629846,1200.03145185717
"CLUG_03002T0",1449.19518972205,872.920392237472,244.1551293401,307.513707132931,2110.23385065434,1867.26315697594,136.947637355048,238.141037360987,1179.43734715745,1756.39850390689,377.499017554489,388.523398373665,1599.86048289945,2045.71069927501,248.361007432584,258.253139797054,1410.39649325398,2068.48630303921,765.515738073271,466.319706646746,1993.32887313714,2153.56791085472,363.732023701542,546.968548142834
"CLUG_03003T0",1699,1740,307,395,2743,2675,571,675,1588,2260,578,760,2524,2569,515,553,2332,2304,837,1027,2494,2670,1023,947
"CLUG_03004T0",341,413,767,941,738,796,739,1640,426,582,677,1065,631,563,1222,1713,561,616,437,491,593,726,303,395
"CLUG_03005T0",2749,2325,1372,1402,4942,4898,2762,2841,2750,3737,1129,1582,2979,2539,3781,3244,3295,2653,1069,1378,3126,2559,664,895
"CLUG_03006T0",627,343,114,116,770,841,115,123,422,472,82,75,502,529,90,189,451,569,149,133,506,487,80,77
"CLUG_03007T0",402,285,125,162,737,802,196,277,402,522,117,214,571,486,184,213,595,489,175,235,573,554,68,105
"CLUG_03008T0",499,362,130,151,1227,1184,98,151,557,703,140,134,982,876,187,290,962,729,187,156,919,776,106,88
"CLUG_03009T0",203,102,160,136,559,518,69,150,220,291,104,184,445,459,241,393,384,410,60,46,348,331,115,81
"CLUG_03010T0",824,403,205,202,1614,1403,190,302,519,913,192,258,1360,1455,348,493,1332,1240,108,145,1254,1114,129,160
"CLUG_03011T0",467,405,77,106,851,730,132,179,525,720,127,172,696,531,180,247,577,547,52,80,681,657,79,60
"CLUG_03012T0",1276,931,379,382,2199,2374,486,575,1257,1597,403,460,1509,1248,643,866,1636,1421,132,178,1945,1478,232,242
"CLUG_03013T0",586,362,132,134,1082,1016,174,184,593,800,152,195,832,635,212,263,892,587,43,61,747,699,95,72
"CLUG_03014T0",2951.51974980862,1371.43010470779,1532.25691265693,2009.94269544182,2537.33305948535,2773.22610234406,2597.7412692271,2329.72330200074,1919.58298097333,2346.05115424459,1912.73068053479,3336.13967752423,6354.59528041238,9415.72392054177,1334.49746320626,1225.00279698071,4127.85435002621,5432.29196518771,4049.10974301161,4534.80168391724,6102.54041595318,6399.34769342007,6110.05402825591,7372.12896659026
"CLUG_03015T0",2052.43821325582,603.778927758617,782.243402824735,902.837378816695,1448.23263842162,1312.86625548368,1016.97211173645,576.08330956105,966.742866337083,1187.82008297753,828.504113784791,1214.36303294036,3036.07626580085,7009.89729598095,496.490400197464,693.134265762814,2139.04139941707,3890.8140356474,2598.41990467117,1836.25604319456,3361.52787650154,3257.77005926542,2313.66040253005,2980.61516385018
"CLUG_03016T0",4435.56178674418,2826.22107224138,1376.75659717527,1701.1626211833,6203.76736157838,6220.13374451632,3414.02788826355,2377.91669043895,4326.25713366292,5942.17991702247,3312.49588621521,5619.63696705965,14106.9237341992,13750.1027040191,1711.50959980254,1008.86573423719,10355.9586005829,8037.1859643526,5459.58009532883,9585.74395680544,13904.4721234985,13308.2299407346,9968.33959746995,12638.3848361498
"CLUG_03017T0",258.652859569493,76.6413681268765,76.2833127355976,143.168807929165,566.020364656664,603.576850112965,66.4999918045121,122.416823827549,241.805320771287,357.634163123308,77.233138395324,79.9775395846527,432.475948992374,1014.05428179161,41.3820911121676,64.8360523019944,453.137251728069,1237.15074632097,169.897025348078,51.9513559409815,612.40922538761,612.132916857311,25.9941025440695,89
"CLUG_03018T0",161.347140430507,93.3586318731235,58.7166872644024,62.831192070835,471.979635343336,401.423149887035,67.5000081954879,91.5831761724506,264.194679228713,312.365836876692,69.766861604676,115.022460415347,365.524051007626,333.945718208394,49.6179088878324,45.1639476980056,464.862748271931,519.849253679035,32.1029746519224,56.0486440590185,338.59077461239,509.867083142689,18.0058974559305,0
"CLUG_03019T0",2560,1711,155,190,3832,4516,272,216,3302,2846,178,178,3413,2931,88,108,3215,3042,139,224,2964,3188,67,81
"CLUG_03020T0",2591,2048,288,414,6214,7371,376,727,3061,4248,394,533,3485,3338,613,824,3779,3203,267,359,3821,3981,80,102
"CLUG_03021T0",5560,2476,346,560,5879,5972,509,507,3906,4894,692,585,4387,4699,225,372,4303,5281,1222,878,3821,4068,193,173
"CLUG_03022T0",761,439,178,284,1041,1133,307,265,610,916,349,383,2281,3491,486,365,1471,1704,608,952,1705,1850,462,679
"CLUG_03023T0",1400,803,313,407,1800,2063,329,499,972,1540,445,665,1691,1948,371,524,1750,2025,725,874,2093,2144,1099,1312
"CLUG_03024T0",2428,1786,722,921,4248,3565,1174,947,2135,3244,1283,1689,4452,5315,478,437,3644,3734,2687,3419,4097,4295,3184,3450
"CLUG_03025T0",2217,1462,199,297,3921,3712,238,302,2088,2863,257,277,2719,2500,383,479,2715,2503,91,127,2586,2593,71,77
"CLUG_03026T0",836,473,162,201,1081,1331,159,216,716,855,193,219,907,937,271,362,961,974,273,313,998,987,689,768
"CLUG_03027T0",143.6482663523,78.6063187524699,14.6527836305098,26.8481091141657,148.128624960517,149.262866331609,12.1651425591188,18.3989340117283,100.135908714404,112.626726136602,12.1452528462813,7.94894546227437,109.377338225749,131.96010420877,41.5295144707938,47.3275680542135,112.04874409633,125.552987652405,9.96263212052367,13.9339511294628,114.667255681902,146.326894845252,5.73550715335825,5.17922657574831
"CLUG_03028T0",171.3517336477,79.3936812475301,25.3472163694902,26.1518908858343,214.871375039483,191.737133668391,20.8348574408812,30.6010659882717,90.8640912855965,137.373273863398,27.8547471537187,31.0510545377256,140.622661774251,144.03989579123,72.4704855292062,92.6724319457865,115.95125590367,167.447012347595,14.0373678794763,17.0660488705372,145.332744318098,163.673105154748,21.2644928466418,21.8207734242517
"CLUG_03029T0",5666,1787,413,446,8540,10577,570,698,5341,6241,592,626,7302,7426,1428,1391,8216,6873,657,777,7853,7085,331,332
"CLUG_03030T0",400,267,90,118,420,468,129,136,247,292,134,135,388,394,128,125,345,367,209,187,552,457,215,123
"CLUG_03031T0",239,164,159,197,504,452,248,352,193,314,100,269,432,439,540,553,383,522,119,147,518,420,130,146
"CLUG_03032T0",1374,1121,84,151,2230,2266,138,114,1205,1451,123,115,1744,1573,131,183,1682,1594,106,165,1846,1615,83,102
"CLUG_03033T0",3735,3095,464,438,10288,8337,405,552,3229,5941,458,395,6968,7376,845,988,7256,5876,121,279,7525,7183,122,83
"CLUG_03034T0",10314,8271,1698,1942,15740,16571,1952,1895,10395,12248,2374,2579,11069,10267,2726,3236,10751,10935,3741,3329,11686,10740,870,810
"CLUG_03035T0",17,24,9,21,17,29,51,31,19,22,24,42,24,12,20,11,25,12,67,106,12,15,90,51
"CLUG_03036T0",1655,1320,205,284,2992,3176,548,487,1552,2100,359,462,2394,2052,255,229,2405,1984,683,967,2536,2199,918,880
"CLUG_03037T0",292,261,37,48,466,438,65,50,307,318,44,60,384,270,11,16,382,282,116,131,282,261,41,53
"CLUG_03038T0",3006,2197,323,436,7019,6913,427,711,3408,4619,409,566,5046,4538,251,333,5066,3939,904,1053,4988,5262,532,511
"CLUG_03039T0",2,1,4,9,2,1,10,5,1,3,1,3,0,0,5,11,0,2,1,0,0,1,3,8
"CLUG_03040T0",35,14,26,39,33,72,78,111,35,54,47,55,28,26,147,163,35,19,24,105,44,24,39,45
"CLUG_03041T0",320,201,34,65,555,648,53,45,283,447,22,32,464,403,54,54,419,396,20,28,399,377,15,5
"CLUG_03042T0",586,324,105,110,973,1009,250,257,521,587,102,146,666,605,309,274,670,585,41,45,713,827,51,58
"CLUG_03043T0",585,260,87,85,786,906,145,90,444,487,80,67,663,619,146,143,599,559,21,34,591,598,44,47
"CLUG_03044T0",1359,809,230,302,1666,2187,338,323,1225,1698,347,448,2090,2846,203,183,1898,2664,624,621,2734,2837,617,898
"CLUG_03045T0",179,90,123,124,360,339,147,245,202,276,106,146,270,191,471,626,325,227,201,262,282,247,190,183
"CLUG_03046T0",7984,8435.76044289115,490,626,19076,16023,462,832,9125,15485,616,679.388088182173,10004,9689,908,1091,12156,13648,508,663,10358,10524,467,524
"CLUG_03047T0",922,842,64,105,1833,1455,118,103,908,1413,69,99,1314,1029,60,91,1253,1166,71,60,1254,1130,49,39
"CLUG_03048T0",905,593,91,116,820,821,169,115,623,697,54,93,549,587,90,135,553,668,188,182,534,545,70,102
"CLUG_03049T0",1116,806,190,193,2239,2044,571,526,1084,1449,191,289,1616,1367,337,418,1576,1461,468,591,1418,1353,283,426
"CLUG_03050T0",1579,1191,270,326,2402,2174,467,499,1402,1743,315,449,1788,1819,372,446,1891,1707,448,595,1972,1540,291,359
"CLUG_03051T0",859,508,395,545,1521,1952,682,1023,901,1354,714,817,1253,1179,438,381,1517,1301,860,1339,1524,1587,3019,2558
"CLUG_03052T0",451,195,135,150,645,700,295,332,350,530,139,238,605,488,435,369,515,470,217,318,578,575,181,250
"CLUG_03053T0",12785,6033,6700,8737,12217,12741,8545,8124,7416,9247,6579,10379,15824,22892,7753,7296,11906,15079,12365,10820,16508,16462,18842,21452
"CLUG_03054T0",7472,5785,1102,1327,11864,13610,1493,1409,7654,8499,1039,994,9931,8967,1357,1183,9828,9354,1110,1351,9897,10373,1352,1409
"CLUG_03055T0",1848,1297,384,407,4650,4769,464,702,1872,2946,400,564,3491,3364,704,830,3703,2833,313,540,4110,3929,795,799
"CLUG_03056T0",1748,1435,239,371,2527,2654,373,453,1500,1957,336,392,2278,2169,324,477,1866,1927,546,729,2034,2117,454,482
"CLUG_03057T0",1174,700,171,277,1778,1798,222,346,987,1176,184,350,1869,1782,310,387,1607,1620,463,586,1444,1388,278,361
"CLUG_03058T0",1908,1484,436,516,3127,2782,469,949,1678,2500,385,691,2338,2549,673,895,2540,2765,879,1030,2319,2340,569,867
"CLUG_03059T0",320,230,2782,3428,801,949,1519,4000,388,568,2692,4086,648,705,2586,4215,615,523,3047,3660,827,809,3680,4399
"CLUG_03060T0",4781,3026,35421,45145,10288,11404,43023,55303,4816,6650,36623,51949,8576,9049,39229,48397,8436,7381,42091,51768,11730,10450,50568,51476
"CLUG_03061T0",1978,878,11460,15214,2639,2889,26223,17489,1280,1659,9597,13719,2459,2833,13745,14152,2245,2379,14595,14959,2995,2682,15283,15197
"CLUG_03062T0",1358,767,449,529,2199,2311,626,927,1008,1600,400,620,1818,2020,1221,1766,1907,1849,339,401,1949,1742,816,865
"CLUG_03063T0",1035,931,1151,1070,2106,2164,1536,2192,1133,1574,755,1024,1537,1242,3960,5385,1678,1409,241,156,1649,1517,724,771
"CLUG_03064T0",17424,14291,3429,4555,13857,13747,4858,5980,9512,10399,3820,4842,13999,9031,8050,7212,10996,8794,8808,8900,13888,11011,7487,7429
"CLUG_03065T0",22015,14807,12656,15530,23376,18202,17660,13309,12966,15018,12891,16975,26111,28256,8633,9098,14894,14569,24659,25294,18714,18334,20334,23149
"CLUG_03066T0",8,4,13,10,16,10,3,15,12,10,9,10,7,2,12,41,9,4,5,0,13,1,7,5
"CLUG_03067T0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUG_03068T0",1264,839,486,565,2257,2987,643,1193,1371,1967,786,1212,2900,2990,750,646,3161,2891,761,1160,3131,3092,1508,1489
"CLUG_03069T0",2021,1427,809,1001,1912,2245,720,595,1599,1699,940,1016,1726,1702,451,492,1624,1765,1344,1286,2017,2115,1351,1373
"CLUG_03070T0",10591,9488,10444,14083,7482,9525,17192,25744,8022,7864,8924,16355,12903,14230,18598,19256,8496,6365,26291,26865,11795,14507,33472,33854
"CLUG_03071T0",2293,1729,186,327,5080,4958,388,458,2672,3697,283,297,3641,3067,402,487,3836,2867,518,521,3552,3164,421,412
"CLUG_03072T0",1319,1261,331,443,3927,3732,475,548,1865,2685,420,335,4082,3663,132,300,3956,2905,176,354,3155,3224,202,99
"CLUG_03073T0",1683,1191,192,291,2756,2558,232,301,1442,1643,237,310,2764,3001,144,176,2060,2176,582,756,2512,2250,240,257
"CLUG_03074T0",55,30,24,14,53,46,74,63,34,54,36,59,65,76,90,93,36,31,99,73,69,63,73,90
"CLUG_03075T0",642,375,36,51,2461,2096,62,66,906,1517,78,89,1247,1207,167,185,1552,1244,49,66,1169,1077,121,130
"CLUG_03076T0",1738,1129,129,178,4909,4581,180,225,2107,3262,169,166,2971,2784,185,255,3605,2704,125,143,3061,2569,267,294
"CLUG_03077T0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUG_03078T0",4905,3802,200,269,9648,7814,272,327,5013,6420,291,334,5362,5654,191,297,5933,5351,884,1048,5853,5570,261,275
"CLUG_03079T0",1539,870,142,192,3724,3081,194,224,1347,2152,248,216,3156,3480,178,150,2715,2883,110,165,2532,2378,78,90
"CLUG_03080T0",2204,1230,137,156,5044,4719,273,237,2125,3228,173,174,4087,3492,154,190,4334,3018,447,490,3505,3137,315,175
"CLUG_03081T0",2764,1902,121,224,4164,4304,209,213,3019,3373,188,181,2970,2679,78,97,3500,2905,178,217,3575,3640,62,73
"CLUG_03082T0",404,163,180,221,579,583,417,256,382,390,247,414,507,485,556,346,457,408,27,37,546,497,93,105
"CLUG_03083T0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUG_03084T0",1910,1647,2039,2360,3987,3922,3402,2497,2104,2677,2328,3266,4721,3665,3105,2666,3604,3137,2108,2475,4413,4555,2636,2482
"CLUG_03085T0",1647,1312,143,165,2698,2661,182,247,1503,1817,188,299,2384,2044,129,123,2234,1828,504,721,2451,2272,500,394
"CLUG_03086T0",10366,6969,606,818,14943,18186,1029,1287,9416,11002,826,834,9409,7413,851,882,8973,7840,803,1353,6927,7014,2101,1906
"CLUG_03087T0",6063,9486,806,1235,11397,7037,1943,1783,5882,10669,1848,3326,8818,9994,2254,928,9354,8132,3457,6867,9973,9099,6640,8134
"CLUG_03088T0",7876,7536,1218,1534,10851,12417,1522,1543,10238,11195,1802,2166,11330,8713,597,708,10550,8782,2359,2802,10124,10519,1389,1275
"CLUG_03089T0",5714,3328,1605,1858,6780,6888,3634,2177,5157,7034,3311,4742,14916,18586,1305,1083,10918,10341,5633,9118,14412,15566,9764,11357
"CLUG_03090T0",5381,8715,379,567,11028,5052,978,831,4649,9820,870,1580,7856,10714,557,323,8067,7982,2344,4324,7856,7860,3093,4764
"CLUG_03091T0",1071,757,1980,2590,2331,2093,2621,3479,1018,1705,3727,7028,2408,2373,3237,4217,2308,2098,4277,5086,1768,1539,5072,4736
"CLUG_03092T0",9897,9132,2390,2803,15798,15076,1775,2796,10801,14030,3820,5146,14041,13528,2108,2812,13505,12867,8239,7566,12612,12730,4954,4617
"CLUG_03093T0",19,22,13,16,70,22,2,12,9,20,9,26,15,22,37,58,14,24,10,13,20,28,48,40
"CLUG_03094T0",332,424,23,41,619,284,34,44,229,466,42,13,470,694,40,58,462,572,7,20,353,334,20,40
"CLUG_03095T0",5569,4198,641,1000,9118,7101,641,1016,5112,7255,1163,1284,7445,8033,646,714,7222,8787,1561,1545,6544,5991,831,1094
"CLUG_03096T0",4174,3669,494,614,7577,7429,383,733,5429,6171,823,1011,5695,5959,500,674,5779,5738,1186,1427,5195,5312,532,689
"CLUG_03097T0",1522,2065,247,346,3231,1802,392,424,1239,2471,430,813,2849,6249,346,234,3149,3819,672,2045,2155,2963,665,1446
"CLUG_03098T0",2819,2471,82,132.715160004752,3103,2912,72.5301007889533,108.03512465947,2900.99017272313,3365,115,89,2930,2506,61.3971661616162,93,3096,2432.99999995876,88.321874026966,159,3370,4084,84.1046371452737,59.7249065130206
"CLUG_03099T0",0,0,0,4.28483999524785,0,0,0.469899211046701,3.96487534052967,0.00982727686883852,0,0,0,0,0,1.60283383838384,0,0,4.1235431527699e-08,6.67812597303403,0,0,0,2.89536285472629,13.2750934869794
"CLUG_03100T0",472,414,11,19,845,669,51,21,467,649,18,21,673,638,8,18,577,539,26,30,565,555,17,13
"CLUG_03101T0",650,454,66,76,1567,1435,134,115,758,1072,123,172,968,753,54,64,979,818,249,340,864,855,173,176
"CLUG_03102T0",384,197,58,90,710,643,114,98,368,497,91,90,1310,1342,44,59,754,805,194,331,795,768,47,52
"CLUG_03103T0",533,250,62,87,793,752,122,104,398,492,95,95,505,551,51,58,492,610,201,178,412,418,73,104
"CLUG_03104T0",5492,2997,3591,4806,5210,6628,4338,3914,4307,4315,5131,4951,5611,3975,3703,3473,3911,3194,5752,6904,4697,4487,7948,6923
"CLUG_03105T0",233,128,258,234,347,300,318,237,168,246,224,199,352,322,399,709,282,314,25,38,360,378,51,61
"CLUG_03106T0",6385,5354,1491,1439,22472,20264,791,1728,9795,14139,1852,1860,19479,16424,1541,3015,14592,10333,1605,1803,15572,16968,554,533
"CLUG_03107T0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUG_03108T0",1891,1193,2413,2505,3087,3237,3908,2410,1620,2183,2028,2226,2195,1790,4485,5211,2233,1893,676,627,2352,2022,1065,1069
"CLUG_03109T0",1272,1031,2216,2214,2444,2583,3037,2084,1353,1754,1841,2167,2114,1675,2903,3418,2115,1791,631,748,2379,2003,770,922
"CLUG_03110T0",1419,1044,5280,5923,2251,2581,5634,4346,1579,1782,4308,4905,1752,1691,3757,5283,1749,2078,1692,1619,2682,2540,1577,1899
"CLUG_03111T0",261,146,267,367,411,382,333,463,235,315,398,754,473,375,183,263,414,429,449,483,419,387,369,403
"CLUG_03112T0",5769,5266,2495,3118,9149,10956,3778,5939,6041,9487,4786,9452,9625,12533,1609,2062,11019,10879,5315,7905,11891,12904,10779,11404
"CLUG_03113T0",38058,16200.9654831644,13431.9822764668,20007.9849288057,69906.7127915983,111095.270741511,18757,22861.9402978937,20724,20716,20790.9903152232,28349.9899745233,33008,33803.9944658947,2892,4087,19263.9886577807,19630,104889.983263741,105715.985594285,54114.9867814397,55094.968664042,7436.96662158701,6833
"CLUG_03114T0",0,0,14,18,2,4,10,29,5,1,4,14,1,1,7,30,2,7,10,4,4,4,9,14
"CLUG_03115T0",3348,3033,1654,1914,7143,7463,3258,5021,4607,5295,2183,2970,4940,4848,2437,2674,6234,4505,6516,6552,5542,5252,3892,3014
"CLUG_03116T0",5839,3419,5073,6192,6381,6956,9918,9145,4915,5932,8267,13199,16333,17600,7634,5857,11349,10807,9108,11137,16133,15834,18434,21480
"CLUG_03117T0",809,637,1236,871,1293,1513,1269,2241,861,1003,1124,1365,993,856,2370,3030,1058,999,348,190,1127,937,629,565
"CLUG_03118T0",376,264,188,146,381,457,210,233,255,334,145,192,439,455,277,395,389,369,181,116,493,451,134,108
"CLUG_03119T0",620,426,449,425,862,1039,594,836,587,640,381,541,1092,811,855,985,1044,814,473,520,1070,878,506,422
"CLUG_03120T0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUG_03121T0",3685,2517,649,911,5225,4738,875,987,2854,3794,908,885,4334,4343,556,721,4070,4299,1979,2024,3856,3607,888,1049
"CLUG_03122T0",1749,1090,2040,1764,2771,3164,4537,4369,1675,2161,1579,1861,3798,3178,4469,4294,3241,2539,632,938,3620,3382,1257,1361
"CLUG_03123T0",2822,1325,1308,1255,4002,4041,1022,2014,2404,2945,1224,1278,2796,2827,2242,3302,3344,3051,380,371,3480,3179,579,646
"CLUG_03124T0",11247,8870,410001,466661,14816,15680,636785,439860,9969,10698,383149,375724,11987,10005,338371,315030,11836,11383,407941,427135,11073,8381,434739,424196
"CLUG_03125T0",24385,13055,8338,10147,22133,23646,15326,10592,17657,20135,9774,9485,50055,67875,3842,4207,35168,42407,39309,34904,45283,45832,42304,33891
"CLUG_03126T0",295,148,93,149,746,718,130,255,287,450,119,157,587,540,230,321,577,458,94,150,540,502,96,103
"CLUG_03127T0",974,632,288,368,1376,1614,332,547,900,1421,355,561,1424,1602,511,820,1638,1639,534,699,1810,1923,492,564
"CLUG_03128T0",213,176,1709,1618,491,552,1507,1447,260,353,1309,1542,331,288,4459,5527,438,406,576,717,323,354,2001,2132
"CLUG_03129T0",1009,328,710,814,1457,1453,527,586,825,989,813,786,1673,1991,1689,2029,1408,1384,1130,1292,1417,1309,1003,956
"CLUG_03130T0",5736,5793,7200,7598,4852,4007,4168,3892,4847,6162,5946,6454,7081,7714,8503,10935,6290,6735,8363,11440,9711,10222,11125,11960
"CLUG_03131T0",3530,2580,2345,2835,4739,4106,3854,3414,2873,3875,2560,3235,3346,3688,3210,3751,3414,3543,6594,7170,3129,2824,5254,6733
"CLUG_03132T0",3335,4559,315,409,10016,6752,317,562,4913,8877,387,394,1478,1701,430,462,2835,2697,845,1317,1935,1985,408,681
"CLUG_03133T0",26,17,1,4,64,41,1,3,26,22,3,4,37,35,11,4,31,22,4,4,53,28,3,5
"CLUG_03134T0",457.604181753272,327.111902111898,16.9687467498255,33.164778427441,881.307959027615,882.96297401871,31.6098542512517,59.6827178474847,438.220978776844,635.032268324903,21.8529419685157,39.0132861551989,628.113789668057,398.276093321396,30.9275623369413,25.1327630693842,643.199728690837,457.639615696133,22.7314688645935,38.3798469327251,662.190374229063,556.339075900411,26.9783899466533,22.0810182930027
"CLUG_03135T0",2213.39581824673,1449.8880978881,129.031253250174,134.835221572559,4990.69204097239,4577.03702598129,177.390145748748,197.317282152515,2214.77902122316,3418.9677316751,157.147058031484,108.986713844801,3116.88621033194,2463.7239066786,223.072437663059,317.867236930616,3429.80027130916,2810.36038430387,170.268531135407,277.620153067275,2769.80962577094,2734.66092409959,130.021610053347,124.918981706997
"CLUG_03136T0",201,191,21,29,452,456,43,28,203,308,34,23,361,203,48,54,258,274,20,39,344,301,20,31
"CLUG_03137T0",2776,2009,545,676,4353,4454,794,638,2741,3355,977,985,7717,9334,1678,1476,4910,4358,1923,2540,5576,5526,2324,1764
"CLUG_03138T0",10778,10382,1935,1991,11559,13733,1621,1356,12010,12185,2314,1878,8873,5782,1118,1182,7859,6312,3422,2626,6554,8359,2622,1984
"CLUG_03139T0",3628,4726,1628,1829,6349,3919,1609,987,3447,5487,2635,2861,3680,1510,403,505,5074,4840,2647,2502,1648,1504,139,58
"CLUG_03140T0",4420,3099,373,550,5424,5555,743,505,4129,4541,768,552,6167,4664,295,256,4852,4598,1563,1840,5251,4530,1256,1126
"CLUG_03141T0",2714,1926,54978,65070,4408,5357,76211,52439,2826,3722,53296,61809,3655,3555,75084,78505,4073,3778,27498,33303,4567,4237,59510,56551
"CLUG_03142T0",731,600,243,234,2323,2030,523,667,888,1318,289,417,2716,2307,533,628,2727,1713,298,396,2375,2425,191,218
"CLUG_03143T0",244,232,127,96,949,815,140,294,417,616,142,224,1129,915,253,445,1081,604,115,106,972,1048,118,133
"CLUG_03144T0",372,261,183,196,1274,1101,274,572,427,723,293,391,1384,1184,509,660,1088,807,108,216,1411,1120,147,171
"CLUG_03145T0",453,399,146,191,1004,1316,297,430,768,795,213,268,672,360,396,436,479,386,87,155,387,356,63,112
"CLUG_03146T0",2012,1546,2716,3474,1896,1853,1047,818,1535,2050,1617,1564,1807,2149,3226,4135,1863,2546,891,802,2501,2610,594,603
"CLUG_03147T0",6001,4647,408,540,13068,10810,474,472,7046,10416,558,536,4739,4947,354,474,5217,5716,600,622,5972,5878,168,167
"CLUG_03148T0",1878,1687,350,534,4466,3518,512,597,1682,2927,407,513,2334,1778,443,677,2323,2219,444,575,1941,1742,205,161
"CLUG_03149T0",1447,784,545,710,2038,2738,816,966,1410,2002,998,1469,2076,1862,653,609,2390,2220,1299,2134,2697,2733,3876,3539
"CLUG_03150T0",1776,1431,566,730,2094,1888,641,613,1451,1871,954,1067,1294,1222,237,258,1515,1710,1255,851,1630,1241,614,580
"CLUG_03151T0",968,453,216,258,1950,2059,431,498,908,1365,313,488,1689,1783,265,258,1808,1622,468,701,1812,1611,682,548
"CLUG_03152T0",636,627,129,161,1486,1322,161,210,616,916,229,193,2330,2686,227,318,1621,1414,361,558,1716,1550,259,310
"CLUG_03153T0",1359,998,172,190,2819,2556,211,328,1328,2055,253,274,1912,1634,198,252,1987,1768,270,312,1631,1605,146,116
"CLUG_03154T0",21.7295185348066,15.3841678401928,9237.63808262662,11614.8683146751,36.1059790023488,45.8934491319546,25254.919033828,18759.8749934564,22.2918589255065,32.1916701224666,16161.0255558522,19894.9983461734,21.0909503656931,42.7546964492588,27004.1477734775,22901.7911313513,48.1910922821877,67.9432289808278,4141.66987276797,4154.83104685645,47.8975723425508,69.3969487377794,7708.87987528322,8550.03225386778
"CLUG_03155T0",165,137,83,61,327,315,54,112,210,230,67,88,338,227,124,263,268,281,32,57,582,509,48,55
"CLUG_03156T0",3286,2663,1063,1276,2067,3016,990,1350,2119,1743,1005,1835,2277,1170,1721,1987,2383,2081,3841,3708,6148,3887,5539,4702
"CLUG_03157T0",1010,767,527,611,1471,1911,579,935,955,1013,588,988,996,865,1101,1438,1133,924,463,668,1358,1096,621,634
"CLUG_03158T0",289,238,75,76,525,570,73,143,315,408,77,164,447,310,144,207,395,312,92,66,455,345,102,107
"CLUG_03159T0",771,740,600,753,1215,1125,897,886,692,1069,786,1194,2779,3659,1051,1079,1604,1604,1361,1996,1563,1707,969,1089
"CLUG_03160T0",2054,2738,1436,1572,3805,3470,1569,2113,2258,3031,1707,2719,2855,2608,2750,2673,2962,2521,2335,3160,2930,2563,2429,2478
"CLUG_03161T0",1517,1128,1125,1469,2902,2795,1779,2027,2533,2516,2604,3490,2993,2155,910,981,2553,2036,2083,3172,2573,2276,1404,1522
"CLUG_03162T0",29846,27142,14764,15318,27942,23515,9866,7404,21201,24458,19947,19254,20070,18111,7328,10368,18873,19009,26455,19826,18430,15203,19142,16823
"CLUG_03163T0",2487,2541,335,382,3906,3723,422,578,2214,2968,398,390,2532,2044,715,612,2520,2337,342,474,2499,2150,452,419
"CLUG_03164T0",546,305,150,191,1064,1006,340,302,447,732,233,318,1212,1019,108,106,998,802,490,663,1000,932,547,527
"CLUG_03165T0",260,171,21,44,644,564,56,57,306,415,46,34,678,481,24,64,504,388,13,18,504,496,25,16
"CLUG_03166T0",1233,761,203,206,2873,3212,237,361,1610,2065,255,321,1944,1638,212,301,2357,1971,92,116,2065,2181,130,60
"CLUG_03167T0",13,14,6,6,28,24,15,16,7,18,11,11,19,27,26,19,20,29,5,8,24,17,12,3
"CLUG_03168T0",11745,8448,2228,3033,19170,23956,3285,5098,16253,19058,3988,5785,26868,35405,3073,3913,21407,20193,9657,9251,27194,25764,7134,8513
