Geneid	Chr	Start	End	Strand	Length	L1B.r1	L1B.r2	L1B_benomyl.r1	L1B_benomyl.r2	L4C.r1	L4C.r2	L4C_benomyl.r1	L4C_benomyl.r2	U10D.r1	U10D.r2	U10D_benomyl.r1	U10D_benomyl.r2	U3B.r1	U3B.r2	U3B_benomyl.r1	U3B_benomyl.r2	U3E.r1	U3E.r2	U3E_benomyl.r1	U3E_benomyl.r2	U5C.r1	U5C.r2	U5C_benomyl.r1	U5C_benomyl.r2
CLUG_02721	Supercontig_1.3	830853	831335	-	483	415	167	22	31	573	79	22	46	349	383	31	28	420	595	18	18	480	704	21	4	278	246	6	5
CLUG_02722	Supercontig_1.3	831623	832180	-	558	221	121	16	17	422	64	5	19	311	309	26	19	300	367	3	10	382	376	6	6	235	190	5	11
CLUG_02723	Supercontig_1.3	833005	834705	-	1701	855	728	66	82	1441	218	108	95	908	981	79	112	1022	746	34	27	1067	899	100	25	539	377	72	108
CLUG_02724	Supercontig_1.3	835267	836394	-	1128	3075	2459	1761	2225	4422	587	2626	2963	2880	3511	3069	4536	3885	3528	2011	1979	3550	3405	3992	694	1700	1194	2057	3189
CLUG_02725	Supercontig_1.3	835333	836412	+	1080	209	3	188	239	11	2	0	7	9	2	1	4	2	129	2	194	1	185	245	1	6	5	2	7
CLUG_02726	Supercontig_1.3	837075	838151	+	1077	746	448	175	197	1193	190	221	265	717	964	318	344	1481	1176	43	50	1359	1135	442	124	879	637	1086	1201
CLUG_02727	Supercontig_1.3	839563	842040	-	2478	2276	1680	200	296	3827	465	232	318	2082	2663	452	412	3042	3460	85	155	2939	3162	1183	184	1501	1093	252	393
CLUG_02728	Supercontig_1.3	842757	843821	+	1065	355	248	35	56	783	90	60	106	332	547	56	68	601	496	44	43	545	456	54	18	319	185	41	52
CLUG_02729	Supercontig_1.3	844259	844606	-	348	458	425	247	380	794	107	835	717	432	610	477	837	1983	1698	553	255	1093	839	902	310	683	566	1312	1544
CLUG_02730	Supercontig_1.3	845116	845826	+	711	28	23	13	17	24	3	75	96	27	22	31	69	32	37	88	60	16	14	47	16	16	20	29	61
CLUG_02731	Supercontig_1.3	848372	852814	+	4443	2059	1713	177	263	3971	563	155	233	2651	3245	245	298	2873	2745	75	115	3464	3172	245	46	1956	1487	76	134
CLUG_02732	Supercontig_1.3	852990	856016	+	3027	1708	1394	655	889	3344	447	578	1131	1934	2787	639	929	2812	2642	1089	1478	2794	2560	1331	265	1476	1119	992	1556
CLUG_02733	Supercontig_1.3	856509	858137	+	1629	1044	1032	707	1016	2114	261	1338	1395	939	1492	677	1024	1600	1515	1539	1491	1628	1480	1188	280	739	556	1047	1453
CLUG_02734	Supercontig_1.3	859479	860822	+	1344	2061	1640	456	614	4526	532	1014	1008	2375	3295	1205	1956	5823	5750	403	441	4605	3723	2618	628	2170	1593	936	1507
CLUG_02735	Supercontig_1.3	861920	862891	+	972	7636	5837	3602	4217	15221	1745	5268	4780	7902	10203	6972	8986	12438	10380	2136	2757	11430	9023	11386	1913	5218	3736	4746	6761
CLUG_02736	Supercontig_1.3	863425	864408	+	984	1767	1782	1883	2322	1666	219	501	412	1392	1832	1570	2001	3574	3299	1344	916	2306	2325	1449	373	1817	1365	1801	2173
CLUG_02737	Supercontig_1.3	865465	866241	+	777	169	129	54	67	391	55	61	59	184	234	33	50	249	237	17	50	250	254	19	4	110	79	8	14
CLUG_02738	Supercontig_1.3	865537	866523	-	987	76	61	138	124	69	10	134	168	46	55	137	149	20	32	494	456	17	47	42	5	13	19	59	98
CLUG_02739	Supercontig_1.3	866848	868308	+	1461	4978	3749	597	772	7173	1071	652	651	5170	5841	752	774	5151	3563	78	173	4200	4444	318	61	2136	1467	69	66
CLUG_02740	Supercontig_1.3	868937	873037	-	4101	1278	1024	843	772	2053	304	749	867	1289	1653	824	961	8943	14836	3724	3220	3983	3982	650	256	3051	2516	502	760
CLUG_02741	Supercontig_1.3	873928	874629	-	702	4	1	62	26	1	0	11	44	0	4	37	32	4	10	80	174	9	13	19	0	1	0	26	43
CLUG_02742	Supercontig_1.3	876687	880412	+	3726	4404	3943	6538	7291	4277	892	11380	9478	5624	4924	6165	9040	10113	10570	14451	12899	7526	5891	5347	1153	7045	6295	6413	8239
CLUG_02743	Supercontig_1.3	880514	882862	-	2349	955	1195	116	119	2666	284	134	206	892	1583	159	191	1469	1330	159	191	1446	1381	44	14	818	579	55	62
CLUG_02744	Supercontig_1.3	884403	887201	+	2799	6447	5632	642	788	10391	1261	716	732	5939	7697	1516	1803	9327	9168	551	719	8637	8364	2879	563	4522	3268	1352	1805
CLUG_02745	Supercontig_1.3	887589	888374	-	786	403	262	44	56	1055	87	56	70	280	585	66	55	643	733	41	46	685	876	49	8	346	266	17	38
CLUG_02746	Supercontig_1.3	889638	891890	+	2253	1059	597	117	123	2522	293	139	255	1119	1689	187	194	1899	1685	219	328	1986	1635	585	120	780	580	276	375
CLUG_02747	Supercontig_1.3	892009	894630	-	2622	2145	2304	226	334	3834	551	450	536	2554	3035	381	410	3662	3231	190	198	3650	2763	922	199	2110	1592	180	319
CLUG_02748	Supercontig_1.3	896928	899645	-	2718	777	981	276	361	3679	701	546	740	4360	4757	512	814	961	1091	662	581	3388	4785	542	187	223	255	244	466
CLUG_02749	Supercontig_1.3	902508	904073	+	1566	722	655	143	198	1290	165	229	185	729	909	144	188	953	770	206	265	917	792	132	24	576	416	111	183
CLUG_02750	Supercontig_1.3	904434	905531	-	1098	406	409	400	395	851	97	571	438	387	639	338	442	1586	1500	2235	1359	868	783	194	56	469	365	331	1051
CLUG_02751	Supercontig_1.3	906588	908171	-	1584	34	61	5914	6045	116	6	5119	6464	26	72	4050	6269	133	301	21384	16061	152	276	2757	1306	68	56	7253	28974
CLUG_02752	Supercontig_1.3	909327	911768	+	2442	2166	2315	308	457	3606	531	288	447	2635	3240	456	682	3369	2814	344	350	3152	2459	988	214	1739	1176	546	1244
CLUG_02753	Supercontig_1.3	911884	912183	-	300	193	174	71	90	407	71	236	283	232	277	105	161	1242	1056	403	230	614	495	216	83	439	313	293	408
CLUG_02754	Supercontig_1.3	912644	913834	+	1191	6412	5643	2781	3296	8415	1181	3766	3045	5957	7419	5512	7526	11777	11588	2289	2177	9433	8346	6711	1483	6715	4979	10515	16050
CLUG_02755	Supercontig_1.3	914589	915185	+	597	200	163	118	258	487	58	267	446	222	324	161	228	522	414	452	493	294	259	400	119	195	168	503	860
CLUG_02756	Supercontig_1.3	915602	915865	-	264	82	81	39	39	159	18	52	63	90	159	70	94	156	151	61	83	147	157	79	20	130	62	130	184
CLUG_02757	Supercontig_1.3	916111	917085	-	975	594	631	158	191	1028	138	86	120	714	921	140	238	933	656	145	203	914	628	309	73	572	365	229	314
CLUG_02758	Supercontig_1.3	919882	922605	+	2724	93	97	170	166	430	79	465	732	535	603	140	296	111	116	1078	950	431	599	122	38	26	27	200	420
CLUG_02759	Supercontig_1.3	923386	923931	+	546	32	36	34	24	86	14	24	23	40	56	16	18	44	28	37	49	42	44	10	3	36	33	4	9
CLUG_02760	Supercontig_1.3	924706	925287	+	582	42	50	114	97	103	14	435	166	56	70	134	102	92	52	297	217	99	99	30	5	71	56	8	17
CLUG_02761	Supercontig_1.3	929004	932816	-	3813	3507	2522	1849	1873	7049	932	2919	3142	2726	3170	1807	2138	4470	3977	2959	3809	3493	3079	2865	456	2016	1221	1573	1842
CLUG_02762	Supercontig_1.3	933729	934955	-	1227	418	201	960	833	1258	152	2405	1965	310	259	790	1065	376	415	4488	3652	412	451	542	95	228	127	1617	2766
CLUG_02763	Supercontig_1.3	936333	938606	+	2274	4318	3882	810	943	10122	1341	1178	1192	6274	8097	1985	2273	5365	3335	635	854	5805	4638	2181	481	2561	1770	1188	1567
CLUG_02764	Supercontig_1.3	939123	940883	+	1761	2046	1424	72	91	1471	230	40	84	1669	1183	85	66	652	358	62	253	767	1079	109	20	434	221	39	44
CLUG_02765	Supercontig_1.3	941856	946397	+	4542	4284	4619	3414	4322	9462	1165	1893	4526	6126	8585	4530	6970	5905	5439	3100	5582	6632	6357	8302	1618	2990	2416	4285	6211
CLUG_02766	Supercontig_1.3	946591	949008	-	2418	14181	17205	125835	143260	7363	1257	205301	184047	12019	10801	125756	153287	20046	17492	167257	139029	12572	10337	148957	30567	9477	7961	146302	207467
CLUG_02767	Supercontig_1.3	949739	951991	+	2253	162	90	93	91	435	68	260	306	160	301	110	146	822	1142	138	90	580	566	184	48	396	265	124	220
CLUG_02768	Supercontig_1.3	952102	954969	-	2868	1194	899	158	227	2694	333	255	262	1065	1797	220	350	3822	4214	380	283	2516	2449	368	121	1405	977	274	360
CLUG_02769	Supercontig_1.3	955035	957221	-	2187	154	104	20	32	656	79	19	58	206	415	20	64	483	501	113	74	467	295	16	5	203	161	26	23
CLUG_02770	Supercontig_1.3	958359	959507	-	1149	1242	865	261	344	2018	280	551	506	1103	1399	386	610	1311	1326	563	415	1319	1447	526	121	688	507	345	468
CLUG_02771	Supercontig_1.3	961272	963182	+	1911	0	2	5	6	1	0	5	10	0	10	7	8	0	0	11	19	0	1	5	0	2	0	11	21
CLUG_02772	Supercontig_1.3	963872	966310	+	2439	1412	1148	116	169	2632	381	126	217	1523	1941	195	199	2426	2095	86	131	2314	1848	233	63	1341	902	122	197
CLUG_02773	Supercontig_1.3	966793	967791	-	999	572	264	95	104	589	84	125	144	550	389	127	109	171	123	109	107	322	345	210	34	93	61	31	64
CLUG_02774	Supercontig_1.3	968811	970175	-	1365	228	209	73	102	543	73	85	192	288	447	83	138	528	484	170	198	503	543	100	18	239	236	30	70
CLUG_02775	Supercontig_1.3	971367	971999	-	633	227	147	81	90	292	50	70	101	234	258	69	73	315	299	118	117	270	303	39	8	200	131	29	46
CLUG_02776	Supercontig_1.3	972130	972363	+	234	706	353	451	591	834	89	759	323	330	487	247	389	591	738	471	568	462	810	458	64	316	208	207	343
CLUG_02777	Supercontig_1.3	972684	974816	-	2133	554	363	88	115	1067	138	146	191	469	745	107	137	936	916	96	83	982	879	262	75	495	321	69	130
CLUG_02778	Supercontig_1.3	975544	977724	-	2181	2796	1365	237	233	3498	666	359	342	2905	2560	260	282	2338	1272	281	219	2627	2179	660	122	1904	1317	778	964
CLUG_02779	Supercontig_1.3	978192	978572	+	381	552	302	631	839	440	66	1701	1535	535	478	1099	924	638	342	698	691	433	473	3524	907	450	291	3868	6587
CLUG_02780	Supercontig_1.3	978910	980280	-	1371	2413	1101	350	473	2119	414	757	744	2442	1920	462	629	2544	1089	522	518	2062	1736	959	153	1506	1147	626	812
CLUG_02781	Supercontig_1.3	981143	982456	-	1314	377	227	176	210	566	82	104	302	241	330	151	237	493	722	193	283	402	602	186	25	275	202	186	244
CLUG_02782	Supercontig_1.3	983529	985154	-	1626	37401	19892	669	1053	26887	4678	1038	1380	33978	32757	1039	950	39246	40355	546	782	35268	31521	713	173	21393	18239	632	1073
CLUG_02783	Supercontig_1.3	987427	988290	-	864	860	2443	1560	2354	5124	245	3359	3967	917	3688	2418	5977	5882	14133	4695	3018	6314	7827	3870	1662	2938	2573	4683	12766
CLUG_02784	Supercontig_1.3	989697	990887	-	1191	2325	1687	24167	29453	3306	412	34671	29200	1915	2291	30799	30625	3850	4574	20926	19903	2330	2006	38233	8240	1100	808	36270	51225
CLUG_02785	Supercontig_1.3	993939	996440	+	2502	10276	10115	2758	3344	21283	2977	3596	3997	11138	15106	3200	3399	2464	1977	465	463	5061	7325	848	177	1433	1052	319	631
CLUG_02786	Supercontig_1.3	997470	998210	-	741	453	275	137	144	606	89	152	175	331	414	118	192	637	643	135	144	548	513	283	56	342	234	132	237
CLUG_02787	Supercontig_1.3	999120	1000412	+	1293	379	389	68	84	742	106	62	136	455	551	76	115	494	521	202	244	588	587	149	19	334	261	207	378
CLUG_02788	Supercontig_1.3	1000545	1000928	-	384	3392	1318	263	408	3318	583	356	284	3742	3019	630	566	2522	1934	129	103	3914	3749	1061	230	1573	1139	169	168
CLUG_02789	Supercontig_1.3	1001581	1002165	+	585	795	663	124	188	1235	195	427	362	873	1093	242	314	1178	888	291	179	1184	1006	301	91	715	501	713	1006
CLUG_02790	Supercontig_1.3	1002265	1005294	-	3030	1385	1171	135	201	2951	385	165	177	1766	2144	195	260	2519	2230	239	193	2615	2042	243	58	1368	918	70	91
CLUG_02791	Supercontig_1.3	1009221	1010465	+	1245	173	175	14	13	410	65	0	15	301	331	19	18	228	249	41	48	264	211	41	9	176	103	32	41
CLUG_02792	Supercontig_1.3	1015127	1015723	+	597	284	240	23	38	459	61	19	45	297	354	40	46	255	297	44	76	301	271	115	17	175	116	80	79
CLUG_02793	Supercontig_1.3	1015668	1016447	+	780	526	383	50	48	683	120	48	79	481	621	77	64	437	430	72	89	500	440	201	31	288	211	156	156
CLUG_02794	Supercontig_1.3	1015847	1016410	-	564	26	0	13	13	0	0	8	9	0	1	5	8	0	10	22	39	0	19	15	0	0	0	3	5
CLUG_02795	Supercontig_1.3	1017162	1017827	+	666	946	815	96	103	1344	194	201	160	866	1245	131	117	956	816	213	144	1031	887	527	106	548	415	366	344
CLUG_02796	Supercontig_1.3	1018311	1019405	+	1095	1307	736	233	339	2204	277	447	406	1017	1567	418	546	2628	2520	136	169	2203	2052	830	177	1431	931	766	888
CLUG_02797	Supercontig_1.3	1019683	1021902	-	2220	1497	1449	149	179	2142	290	129	191	1920	2513	211	234	2055	1904	124	128	2305	2392	312	70	1243	1131	54	124
CLUG_02798	Supercontig_1.3	1026221	1028011	+	1791	2129	1823	258	372	3474	451	287	411	1756	2547	472	510	2086	1794	236	237	2058	2221	817	136	886	705	299	388
CLUG_02799	Supercontig_1.3	1029065	1029631	-	567	7321	5066	5611	7291	9635	1337	12011	12592	6660	8927	9403	16663	22278	23612	6637	5042	16093	14579	9310	2138	11341	8749	13152	22256
CLUG_02800	Supercontig_1.3	1031067	1031822	+	756	2908	782	831	1365	2883	584	1009	833	2516	2083	1750	1593	3145	2288	352	291	1922	1903	1350	217	1051	998	1272	1426
CLUG_02801	Supercontig_1.3	1032769	1033302	+	534	488	533	320	400	804	96	551	551	520	633	362	490	626	467	569	533	543	433	373	74	305	217	246	438
CLUG_02802	Supercontig_1.3	1033764	1034252	-	489	800	340	99	141	1272	187	150	122	646	848	116	151	1103	1130	32	97	1100	1007	52	18	562	402	20	33
CLUG_02803	Supercontig_1.3	1035519	1037819	-	2301	1370	961	1343	1737	2180	395	1836	2473	1442	2084	2133	3860	2181	2221	545	750	2062	2154	2212	462	1141	919	3975	5871
CLUG_02804	Supercontig_1.3	1039305	1040978	+	1674	1632	1279	391	437	2836	367	752	806	1833	2378	619	710	4764	6605	720	779	3414	3635	550	155	1880	1577	196	321
CLUG_02805	Supercontig_1.3	1042591	1045803	+	3213	965	784	79	114	2052	293	103	125	1078	1452	95	115	1284	1149	45	67	1574	1205	73	20	720	486	17	42
CLUG_02806	Supercontig_1.3	1046695	1048287	+	1593	393	574	38	69	1111	98	79	123	348	794	110	105	1025	1494	57	73	1008	960	80	23	483	361	65	157
CLUG_02807	Supercontig_1.3	1048375	1049040	-	666	328	204	27	49	482	86	80	69	348	358	47	52	332	279	66	39	359	343	35	4	163	140	16	12
CLUG_02808	Supercontig_1.3	1049301	1051937	+	2637	904	387	52	79	1551	257	70	90	846	912	63	66	967	996	53	80	1070	949	100	17	536	374	36	50
CLUG_02809	Supercontig_1.3	1052885	1055527	+	2643	1036	830	229	297	1776	253	317	304	1099	1468	274	272	946	938	67	97	1207	1362	168	40	519	507	45	74
CLUG_02810	Supercontig_1.3	1052992	1054080	+	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLUG_02811	Supercontig_1.3	1053497	1053958	-	462	116	46	20	27	85	25	13	21	117	98	16	10	268	239	16	26	135	232	29	1	212	156	8	10
CLUG_02812	Supercontig_1.3	1054387	1054971	+	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLUG_02813	Supercontig_1.3	1057042	1059105	+	2064	1970	1746	367	421	4589	679	359	535	2175	2680	408	442	2819	2919	114	134	4033	4047	119	34	1776	1618	59	118
CLUG_02814	Supercontig_1.3	1060228	1061424	+	1197	507	377	59	57	705	109	33	70	385	486	54	72	564	598	41	80	523	573	52	9	316	227	33	66
CLUG_02815	Supercontig_1.3	1063063	1063704	+	642	2785	2289	841	1120	3907	541	1393	1154	2481	2976	925	1143	2693	2810	843	969	2428	3003	974	165	1425	1179	231	442
CLUG_02816	Supercontig_1.3	1064268	1065188	+	921	1775	1404	661	720	1728	219	837	676	1330	1530	873	1007	2097	1867	639	659	1653	1624	1598	334	1143	862	1100	1699
CLUG_02817	Supercontig_1.3	1066363	1068039	+	1677	2173	1301	479	504	3470	586	750	525	4891	4300	713	413	2800	2189	703	674	3530	3051	1079	126	2467	1734	156	214
CLUG_02818	Supercontig_1.3	1068633	1069796	+	1164	132	85	116	117	321	30	183	160	107	187	140	195	328	327	348	330	250	237	131	24	122	85	84	176
CLUG_02819	Supercontig_1.3	1070946	1071743	+	798	5	2	44	45	2	0	31	49	1	4	51	30	2	1	168	129	4	5	8	1	3	2	20	33
CLUG_02820	Supercontig_1.3	1072350	1074239	-	1890	692	15	601	839	16	4	24	61	11	7	34	60	20	1103	9	325	10	1007	674	8	17	7	50	274
CLUG_02821	Supercontig_1.3	1072356	1074197	+	1842	19728	13540	9784	12113	23588	3858	19097	19167	19714	23663	17881	28344	48254	51314	7761	5731	36885	33317	17878	4757	28422	22409	29968	52198
CLUG_02822	Supercontig_1.3	1074690	1075958	-	1269	605	443	113	128	841	130	144	159	461	767	155	169	739	755	34	50	848	814	174	39	503	373	139	195
CLUG_02823	Supercontig_1.3	1078173	1079633	+	1461	231	218	22	23	564	58	14	25	270	435	32	27	375	286	33	36	489	485	17	6	225	193	13	15
CLUG_02824	Supercontig_1.3	1078424	1079044	-	621	13	10	4	3	8	1	1	8	5	11	6	8	15	25	29	35	13	15	12	2	5	9	3	14
CLUG_02825	Supercontig_1.3	1079966	1082332	-	2367	1592	1126	68	119	2844	357	110	116	1753	2165	151	137	2590	2368	101	121	2593	2084	54	24	1580	1129	47	46
CLUG_02826	Supercontig_1.3	1082809	1083639	+	831	612	490	104	96	1040	145	78	140	725	845	135	138	1234	991	91	68	933	780	216	38	582	426	89	87
CLUG_02827	Supercontig_1.3	1084340	1084696	+	357	5105	3254	1861	2342	7403	967	3791	3234	4721	5958	3331	4996	19914	18885	1490	1242	12400	11164	4700	1251	8405	6234	2783	5234
CLUG_02828	Supercontig_1.3	1086486	1087049	+	564	668	643	73	111	1334	156	87	112	810	1063	107	156	900	871	71	92	919	793	86	23	486	384	35	59
CLUG_02829	Supercontig_1.3	1086513	1087241	-	729	69	0	12	24	1	0	12	12	0	0	7	9	1	54	48	41	0	65	26	7	3	3	12	18
CLUG_02830	Supercontig_1.3	1087291	1088175	+	885	1665	1441	177	247	3010	334	240	314	1670	2249	261	298	1919	1837	227	187	1967	1921	321	68	968	803	94	152
CLUG_02831	Supercontig_1.3	1088626	1089369	-	744	11	0	7	7	2	1	7	14	2	0	3	11	0	9	15	15	2	9	16	4	0	0	12	10
CLUG_02832	Supercontig_1.3	1088761	1090161	+	1401	437	423	39	68	1024	126	22	80	547	709	112	94	704	703	25	53	690	643	210	48	495	244	108	173
CLUG_02833	Supercontig_1.3	1090274	1092439	+	2166	1477	1267	172	208	2673	333	241	279	1342	1874	261	299	2090	1868	72	110	2121	1789	590	116	1133	711	235	387
CLUG_02834	Supercontig_1.3	1092921	1093706	-	786	159	121	27	30	359	54	21	49	185	244	38	50	308	249	32	35	331	275	15	7	177	135	6	23
CLUG_02835	Supercontig_1.3	1094027	1096657	-	2631	20	9	18	19	29	6	9	12	9	12	7	17	22	39	18	37	24	53	26	1	31	10	19	17
CLUG_02836	Supercontig_1.3	1094159	1096588	+	2430	258	149	218	239	474	64	157	174	190	347	200	263	511	701	131	170	512	751	323	44	279	239	132	228
CLUG_02837	Supercontig_1.3	1095460	1096281	-	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLUG_02838	Supercontig_1.3	1098935	1099915	-	981	1743	1420	439	489	2580	293	619	598	1876	2225	824	931	2199	1914	413	403	2402	2382	973	200	1073	697	544	798
CLUG_02839	Supercontig_1.3	1100527	1101141	-	615	28	14	25	27	25	3	12	61	19	15	11	36	29	42	47	60	26	27	30	4	20	17	29	82
CLUG_02840	Supercontig_1.3	1100754	1101218	-	465	8	1	14	9	0	0	2	8	0	0	1	6	1	10	15	17	0	11	26	3	0	1	5	12
CLUG_02841	Supercontig_1.3	1100904	1101449	+	546	961	652	354	409	1727	194	776	476	825	1206	402	499	1589	1592	395	291	1400	1459	1430	279	762	613	381	638
CLUG_02842	Supercontig_1.3	1102350	1103723	-	1374	3343	3527	182	250	3577	449	238	238	2963	3393	254	205	3449	3577	189	263	3175	3340	491	81	1598	1348	142	233
CLUG_02843	Supercontig_1.3	1104906	1107230	+	2325	1431	1321	244	227	2614	377	478	390	1520	1962	259	293	1817	1499	627	540	2132	1845	253	59	1193	879	81	144
CLUG_02844	Supercontig_1.3	1109305	1110144	-	840	390	2234	580	787	7434	285	2276	2559	836	2482	1417	1652	3632	5287	2368	1410	1369	677	2652	660	217	167	1875	3429
CLUG_02845	Supercontig_1.3	1112052	1114052	-	2001	1318	989	699	979	2046	320	2000	3423	1180	1786	1466	2398	2039	1971	2316	2212	2051	1760	3388	915	1196	850	6267	10197
CLUG_02846	Supercontig_1.3	1112518	1113048	+	531	63	2	65	81	4	0	12	7	0	1	9	11	2	68	18	165	1	68	154	1	0	0	4	42
CLUG_02847	Supercontig_1.3	1114961	1115692	+	732	423	290	346	361	738	117	707	637	416	619	599	902	776	647	196	224	772	609	603	150	445	314	1332	1776
CLUG_02848	Supercontig_1.3	1116084	1117670	+	1587	353	199	9759	14260	678	94	20238	24008	343	430	7235	11382	654	710	17285	16718	461	519	18716	3369	246	175	13264	21609
CLUG_02849	Supercontig_1.3	1118041	1119057	+	1017	460	468	1079	1173	822	101	1154	2256	427	642	1099	1714	652	627	3545	4523	610	565	703	142	287	233	1382	1907
CLUG_02850	Supercontig_1.3	1120081	1120689	-	609	331	33	145	157	12	6	20	23	10	11	13	10	9	51	49	319	15	120	125	7	6	0	25	16
CLUG_02851	Supercontig_1.3	1120103	1120900	+	798	6445	7362	1390	1678	5290	509	2419	2637	4415	5617	1351	1959	1716	1441	3858	4357	2634	2992	1543	245	911	545	1177	2063
CLUG_02852	Supercontig_1.3	1121369	1121779	-	411	632	491	149	199	954	133	286	219	503	730	296	351	1126	1002	70	156	898	907	627	90	537	373	355	532
CLUG_02853	Supercontig_1.3	1122761	1124689	-	1929	1901	2433	453	573	2834	425	319	477	1998	2361	241	312	2750	2969	121	1324	2641	2471	1128	205	1526	1256	254	404
CLUG_02854	Supercontig_1.3	1126854	1128155	+	1302	8573	7549	3636	4329	11302	1558	4663	3967	9595	9913	5708	6461	11604	9597	1007	1195	10297	9727	9426	1879	4766	3828	3596	7374
CLUG_02855	Supercontig_1.3	1128666	1130234	+	1569	686	383	252	277	1570	213	393	437	649	1036	243	372	1211	1010	360	277	1429	1162	403	59	728	526	244	309
CLUG_02856	Supercontig_1.3	1130717	1132891	+	2175	1129	838	46	66	2845	368	47	94	1360	1895	110	75	1814	1470	28	28	1949	1389	198	41	929	622	35	38
CLUG_02857	Supercontig_1.3	1132893	1134020	-	1128	353	203	113	166	612	82	241	384	229	335	128	293	645	654	378	162	408	515	144	21	317	187	121	104
CLUG_02858	Supercontig_1.3	1134937	1135992	+	1056	42	31	10	11	17237	1736	829	664	26	45	11	20	13	22	9	23	35	38	113	20	12	9	32	26
CLUG_02859	Supercontig_1.3	1136595	1139072	+	2478	282	157	30	35	465	68	15	40	322	379	18	25	410	420	10	33	448	425	49	6	186	136	20	23
CLUG_02860	Supercontig_1.3	1139062	1139889	-	828	182	146	50	72	314	65	149	228	178	276	89	187	286	242	40	66	242	242	98	18	162	105	78	93
CLUG_02861	Supercontig_1.3	1139930	1140631	-	702	421	294	378	492	715	117	1152	1129	392	720	626	1031	886	931	212	184	973	750	855	227	487	408	1785	2567
CLUG_02862	Supercontig_1.3	1140825	1141505	-	681	122	121	230	424	261	24	623	477	164	226	294	618	190	139	308	221	203	161	557	105	113	80	177	224
CLUG_02863	Supercontig_1.3	1142102	1142941	-	840	2573	3733	543	739	3314	381	662	696	1702	1939	700	890	3185	3100	374	409	3506	2908	2945	354	2189	1430	585	481
CLUG_02864	Supercontig_1.3	1143268	1144671	-	1404	14272	12920	13794	17438	22025	3250	18354	18293	18959	21954	26351	35815	25792	18085	8143	6371	24654	19087	24382	5741	11342	8274	14047	23473
CLUG_02865	Supercontig_1.3	1145263	1146300	-	1038	861	408	75	62	1703	246	77	67	867	1080	99	71	1633	1506	40	40	1584	1176	466	68	650	452	89	100
CLUG_02866	Supercontig_1.3	1146534	1147445	-	912	95	74	20	26	267	28	23	27	99	183	26	24	356	390	18	10	275	230	49	10	171	137	17	21
CLUG_02867	Supercontig_1.3	1147741	1147923	-	183	679	508	136	127	1229	171	313	169	736	960	213	337	2077	1647	488	183	1444	871	444	224	773	675	723	1385
CLUG_02868	Supercontig_1.3	1148247	1151654	+	3408	1892	2060	346	470	3266	396	272	327	2116	2984	547	781	3240	2852	228	202	3209	2480	1054	322	1937	1332	942	1200
CLUG_02869	Supercontig_1.3	1152027	1152728	+	702	550	375	70	82	1099	140	119	85	514	683	101	126	886	777	75	65	799	721	140	32	427	304	81	93
CLUG_02870	Supercontig_1.3	1152780	1153511	-	732	87	51	14	18	122	20	27	32	53	55	19	22	115	103	17	10	135	140	108	27	17	22	51	68
CLUG_02871	Supercontig_1.3	1153770	1156157	-	2388	1942	1697	141	187	4053	537	245	264	2146	3198	325	279	3265	2729	102	102	3307	2495	820	184	1608	1066	482	536
CLUG_02872	Supercontig_1.3	1156366	1158003	-	1638	380	384	53	78	828	98	65	48	359	533	81	78	1382	1461	64	67	952	805	155	56	525	365	96	133
CLUG_02873	Supercontig_1.3	1162379	1163701	-	1323	532	412	816	945	1128	144	1122	1029	516	813	736	908	2742	3034	1958	1790	1356	1315	230	56	906	741	434	770
CLUG_02874	Supercontig_1.3	1163794	1164783	-	990	1634	1399	550	627	3077	377	730	709	1832	2265	869	947	3221	2274	867	855	2663	2050	1103	251	1951	1260	1013	1463
CLUG_02875	Supercontig_1.3	1164847	1165917	+	1071	801	585	294	388	1099	193	347	257	754	871	405	435	1092	713	121	156	1115	827	356	89	635	395	224	239
CLUG_02876	Supercontig_1.3	1165940	1166275	-	336	226	145	85	93	440	47	121	155	166	263	137	172	396	406	106	102	355	271	134	27	188	100	175	280
CLUG_02877	Supercontig_1.3	1166745	1169657	+	2913	1162	884	220	259	2462	331	263	270	1264	1680	331	432	2058	1939	143	216	1834	1617	373	87	1257	846	643	845
CLUG_02878	Supercontig_1.3	1171226	1172797	+	1572	13373	10237	1158	1595	13879	1673	787	746	11054	15672	2015	2696	18887	20237	580	465	16397	16001	5086	1375	6831	5736	800	821
CLUG_02879	Supercontig_1.3	1172989	1174407	+	1419	2200	2057	4640	5134	2164	280	7186	7040	1827	1952	4910	7109	6765	7477	6418	5466	3266	2469	9829	3004	2675	2101	9977	13781
CLUG_02880	Supercontig_1.3	1174763	1176649	+	1887	1069	632	1923	2002	2678	305	2241	3498	1135	1713	1602	2763	2258	1962	3817	4764	2061	1559	1126	220	1018	667	2338	3301
CLUG_02881	Supercontig_1.3	1176689	1178953	-	2265	2296	1858	767	977	3972	574	633	609	2421	2928	923	898	4063	3313	212	687	4042	3148	2159	470	2302	1637	1371	1510
