Geneid	Chr	Start	End	Strand	Length	L10.rep1	L10.rep2	L17.rep1	L17.rep2	U04.rep1	U04.rep2	U05.rep1	U05.rep2	U07.rep1	U07.rep2
CLUG_02917	Supercontig_1.3	1261620	1263215	+	1596	4850	774	2689	1196	6112	4345	3216	3124	3257	3349
CLUG_02918	Supercontig_1.3	1264183	1268415	-	4233	5800	1169	2624	1442	2143	1433	4224	2987	4152	3915
CLUG_02919	Supercontig_1.3	1272836	1274518	-	1683	2355	342	1261	645	1072	847	1992	2223	1193	1201
CLUG_02920	Supercontig_1.3	1272842	1274566	+	1725	2384	356	1229	658	1150	784	2118	2335	1280	1181
CLUG_02921	Supercontig_1.3	1276035	1277621	-	1587	209	25	95	129	71	86	69	126	60	75
CLUG_02922	Supercontig_1.3	1276311	1277114	+	804	137	17	72	88	45	68	50	82	41	46
CLUG_02923	Supercontig_1.3	1278040	1280664	-	2625	658	102	439	261	501	619	412	489	447	505
CLUG_02924	Supercontig_1.3	1278334	1279818	+	1485	569	84	362	219	444	493	397	418	371	406
CLUG_02925	Supercontig_1.3	1279386	1279844	-	459	0	0	0	0	0	0	0	0	0	0
CLUG_02926	Supercontig_1.3	1280676	1281614	+	939	694	107	519	246	649	762	391	532	457	513
CLUG_02927	Supercontig_1.3	1281967	1282962	-	996	1809	270	1096	629	1536	1305	1136	1387	1153	1007
CLUG_02928	Supercontig_1.3	1284300	1285211	-	912	2	0	0	25	20	36	2	2	1	10
CLUG_02929	Supercontig_1.3	1285789	1287753	+	1965	159	12	67	43	35	71	70	112	55	56
CLUG_02930	Supercontig_1.3	1289037	1291199	+	2163	1637	242	1227	724	1359	1263	1223	1361	1339	1308
CLUG_02931	Supercontig_1.3	1289129	1289842	-	714	504	72	335	232	373	411	360	431	388	404
CLUG_02932	Supercontig_1.3	1292052	1294472	+	2421	1813	211	762	344	1559	1586	753	1084	1368	1169
CLUG_02933	Supercontig_1.3	1294558	1296684	-	2127	3303	419	1436	991	2944	2315	1651	2182	2478	1808
CLUG_02934	Supercontig_1.3	1297597	1298577	-	981	69	4	78	59	71	72	60	72	54	67
CLUG_02935	Supercontig_1.3	1299210	1301309	+	2100	1276	180	996	542	1501	1646	808	1116	1219	1389
CLUG_02936	Supercontig_1.3	1301952	1302629	-	678	144	19	113	53	161	75	97	150	170	138
CLUG_02937	Supercontig_1.3	1302946	1303890	+	945	2818	388	3041	1658	2069	1935	1842	2107	1835	2045
CLUG_02938	Supercontig_1.3	1304681	1305880	-	1200	621	98	292	158	389	374	284	355	400	435
CLUG_02939	Supercontig_1.3	1307071	1307835	-	765	890	126	615	425	644	687	464	643	676	780
CLUG_02940	Supercontig_1.3	1308262	1310382	-	2121	6777	1000	9114	9315	7923	7112	9076	9301	8660	8586
CLUG_02941	Supercontig_1.3	1310613	1311095	-	483	238	40	377	334	298	365	262	332	240	444
CLUG_02942	Supercontig_1.3	1313249	1314616	-	1368	1010	191	736	521	989	1176	790	1126	1231	1216
CLUG_02943	Supercontig_1.3	1315467	1316498	-	1032	3468	450	1280	984	2811	2062	1865	2473	3027	2285
CLUG_02944	Supercontig_1.3	1317729	1318520	+	792	1339	140	454	300	1489	1006	531	780	1264	870
CLUG_02945	Supercontig_1.3	1319157	1320548	+	1392	1963	308	1348	857	1999	1892	1160	1385	1785	1923
CLUG_02946	Supercontig_1.3	1321443	1322462	-	1020	1241	179	961	505	848	795	777	856	849	979
CLUG_02947	Supercontig_1.3	1321524	1322465	+	942	1000	150	769	397	714	669	641	737	688	743
CLUG_02948	Supercontig_1.3	1323159	1324544	+	1386	174	14	77	52	295	453	73	161	195	289
CLUG_02949	Supercontig_1.3	1325623	1327110	+	1488	2414	323	1575	1053	1917	1816	1485	1829	1898	1765
CLUG_02950	Supercontig_1.3	1327249	1328652	-	1404	619	66	414	268	546	521	380	565	541	586
CLUG_02951	Supercontig_1.3	1328832	1330211	+	1380	644	102	436	276	673	571	406	472	552	571
CLUG_02952	Supercontig_1.3	1329002	1329601	-	600	299	44	206	112	284	259	181	220	239	252
CLUG_02953	Supercontig_1.3	1331209	1332060	-	852	831	111	758	455	849	802	662	702	679	861
CLUG_02954	Supercontig_1.3	1333599	1334618	+	1020	3355	466	2834	2212	2793	2521	2457	2804	2880	2899
CLUG_02955	Supercontig_1.3	1335806	1340209	+	4404	826	106	753	726	771	801	711	833	864	1004
CLUG_02956	Supercontig_1.3	1340787	1342334	-	1548	935	96	466	425	491	503	427	648	540	634
CLUG_02957	Supercontig_1.3	1343059	1343829	-	771	1450	199	1317	1059	1598	1474	1024	1224	1260	1348
CLUG_02958	Supercontig_1.3	1344641	1345123	+	483	1713	215	1124	860	1653	1500	1003	1241	1489	1360
CLUG_02959	Supercontig_1.3	1346229	1346561	-	333	2971	360	1187	1699	5811	12738	1193	2290	3970	4997
CLUG_02960	Supercontig_1.3	1347406	1349814	-	2409	766	104	429	254	545	705	482	622	630	685
CLUG_02961	Supercontig_1.3	1349957	1352683	+	2727	684	117	361	328	1286	1409	447	615	880	960
CLUG_02962	Supercontig_1.3	1353385	1354227	+	843	1815	228	1196	1004	1511	1054	1313	1390	1321	1146
CLUG_02963	Supercontig_1.3	1354343	1358182	-	3840	6901	975	4737	4278	4765	4278	5809	6253	4957	4372
CLUG_02964	Supercontig_1.3	1359609	1360133	-	525	11	1	8	6	4	4	9	6	16	7
CLUG_02965	Supercontig_1.3	1360344	1360811	+	468	26	0	27	12	10	23	13	25	18	12
CLUG_02966	Supercontig_1.3	1360838	1361896	+	1059	31336	4177	27350	11979	34415	31319	22600	24810	26724	24925
CLUG_02967	Supercontig_1.3	1363356	1365206	-	1851	5749	736	3119	2178	5541	5335	3577	4842	5003	4705
CLUG_02968	Supercontig_1.3	1365867	1366907	+	1041	47020	7895	33461	13074	24899	21334	5874	6579	4873	4165
CLUG_02969	Supercontig_1.3	1367295	1368500	-	1206	2214	310	1420	900	2853	2327	1223	1851	2658	2121
CLUG_02970	Supercontig_1.3	1368803	1370995	-	2193	5565	825	4055	3260	2822	2071	3861	4042	2818	3150
CLUG_02971	Supercontig_1.3	1371620	1374820	-	3201	2291	384	1477	933	2354	2912	1595	2202	2696	2835
CLUG_02972	Supercontig_1.3	1376010	1376723	+	714	89	12	34	33	188	168	35	72	178	112
CLUG_02973	Supercontig_1.3	1376084	1378351	-	2268	138	17	56	50	271	276	63	100	252	181
CLUG_02974	Supercontig_1.3	1377394	1377852	-	459	0	0	0	0	0	0	0	0	0	0
CLUG_02975	Supercontig_1.3	1377993	1378451	-	459	3	0	3	1	0	1	0	0	0	3
CLUG_02976	Supercontig_1.3	1379218	1380852	-	1635	20111	3366	17564	10080	17075	12717	19545	17978	16613	14883
CLUG_02977	Supercontig_1.3	1382231	1383454	+	1224	794	126	612	395	454	507	645	697	584	752
CLUG_02978	Supercontig_1.3	1384533	1386125	+	1593	2666	534	2179	1105	4555	3952	5840	4090	4080	2992
CLUG_02979	Supercontig_1.3	1387361	1387813	+	453	2944	450	2053	1327	2721	1557	2219	2456	2352	1732
CLUG_02980	Supercontig_1.3	1389272	1392319	+	3048	3022	443	2130	2215	2619	2268	2241	2667	2884	2465
CLUG_02981	Supercontig_1.3	1392365	1394068	-	1704	4493	582	4148	5896	5420	4400	3630	4021	4845	4083
CLUG_02982	Supercontig_1.3	1394220	1395845	+	1626	2630	333	2305	2678	2918	2424	1959	2103	2470	2278
CLUG_02983	Supercontig_1.3	1396211	1397848	-	1638	1599	195	961	904	1630	1624	906	1266	1516	1403
CLUG_02984	Supercontig_1.3	1400715	1403540	+	2826	6425	1021	3666	2165	4590	3743	4951	5150	5813	4624
CLUG_02985	Supercontig_1.3	1404849	1405427	+	579	3511	451	2397	1983	3636	3195	2168	2480	2849	3026
CLUG_02986	Supercontig_1.3	1405481	1405780	-	300	934	110	496	624	1343	1186	626	844	934	758
CLUG_02987	Supercontig_1.3	1406522	1407718	+	1197	40040	5743	32914	21720	38037	28387	30915	33291	32799	28978
CLUG_02988	Supercontig_1.3	1406621	1407739	-	1119	40695	5807	33836	22031	38195	29216	31115	33857	33243	29554
CLUG_02989	Supercontig_1.3	1407881	1414273	+	6393	2341	380	1666	1149	1516	1956	1613	2003	2016	2193
CLUG_02990	Supercontig_1.3	1414886	1416124	+	1239	2142	305	1839	1035	2247	2279	1811	1898	1934	2536
CLUG_02991	Supercontig_1.3	1416935	1420165	+	3231	5098	633	1990	921	2896	2547	2116	3203	3397	2452
CLUG_02992	Supercontig_1.3	1420219	1420848	-	630	214	23	108	74	171	153	112	170	178	125
CLUG_02993	Supercontig_1.3	1421019	1425494	-	4476	4013	628	2567	1712	3718	4162	2394	3338	3751	3539
CLUG_02994	Supercontig_1.3	1426076	1426282	+	207	1461	162	916	597	1283	1131	715	898	986	1033
CLUG_02995	Supercontig_1.3	1427378	1428655	-	1278	4948	700	3278	2341	4194	4056	2725	3467	3764	4249
CLUG_02996	Supercontig_1.3	1430284	1432341	+	2058	1865	241	764	699	1290	1216	910	1562	1266	1033
CLUG_02997	Supercontig_1.3	1432448	1433269	+	822	2187	298	1339	996	2779	2361	1262	1729	2203	1846
CLUG_02998	Supercontig_1.3	1436594	1437967	+	1374	8776	1126	5277	3523	5858	5145	4791	6394	5598	5653
CLUG_02999	Supercontig_1.3	1438058	1439929	-	1872	6198	747	3773	2649	4951	4556	3648	4579	4737	4439
CLUG_03000	Supercontig_1.3	1442974	1443888	-	915	10933	1694	8001	3607	5388	4639	7303	8377	5933	6602
CLUG_03001	Supercontig_1.3	1445626	1447293	+	1668	3776	492	2851	1822	3188	3697	2499	3222	2956	3842
CLUG_03002	Supercontig_1.3	1445770	1447443	-	1674	3576	466	2653	1728	2974	3484	2302	3053	2767	3679
CLUG_03003	Supercontig_1.3	1449080	1450192	-	1113	2099	284	1287	1349	1999	1814	1279	1754	1873	1716
CLUG_03004	Supercontig_1.3	1453198	1454907	+	1710	509	76	238	301	417	373	326	399	400	409
CLUG_03005	Supercontig_1.3	1455710	1458778	+	3069	3296	409	1937	1569	2045	1686	1905	2482	2271	1804
CLUG_03006	Supercontig_1.3	1459103	1459825	-	723	686	105	527	304	465	454	386	456	421	503
CLUG_03007	Supercontig_1.3	1460558	1461604	+	1047	613	99	324	243	517	414	351	433	510	442
CLUG_03008	Supercontig_1.3	1461967	1463259	-	1293	835	97	342	245	651	574	363	486	662	501
CLUG_03009	Supercontig_1.3	1463734	1465617	+	1884	343	38	118	65	267	287	131	177	254	246
CLUG_03010	Supercontig_1.3	1465713	1467467	+	1755	1102	115	567	285	925	959	366	608	903	833
CLUG_03011	Supercontig_1.3	1467594	1468451	+	858	619	88	345	318	505	412	369	506	421	439
CLUG_03012	Supercontig_1.3	1468711	1471320	-	2610	1291	192	759	551	906	740	750	958	1011	848
CLUG_03013	Supercontig_1.3	1472248	1473144	+	897	804	119	465	288	643	520	478	590	667	497
CLUG_03014	Supercontig_1.3	1473783	1474115	-	333	4573	646	4573	2432	11749	13640	3385	4145	7728	8137
CLUG_03015	Supercontig_1.3	1474709	1475254	+	546	6021	781	4808	2770	13940	15134	4249	5562	9985	8906
CLUG_03016	Supercontig_1.3	1474769	1475269	-	501	6163	794	4948	2836	14214	15579	4313	5714	10229	9078
CLUG_03017	Supercontig_1.3	1476071	1477003	+	933	775	99	314	128	628	919	461	540	737	1249
CLUG_03018	Supercontig_1.3	1476125	1477009	-	885	673	90	288	117	534	886	355	442	628	1149
CLUG_03019	Supercontig_1.3	1477315	1478259	-	945	3120	437	2128	1412	2891	2313	2797	2431	2661	2524
CLUG_03020	Supercontig_1.3	1478416	1481052	-	2637	3608	575	1507	1205	2035	1909	1827	2490	2239	1869
CLUG_03021	Supercontig_1.3	1482286	1483335	-	1050	4901	712	4110	2027	3673	3440	3395	4150	3687	3978
CLUG_03022	Supercontig_1.3	1484434	1485069	-	636	806	100	571	356	1823	2606	473	715	1144	1322
CLUG_03023	Supercontig_1.3	1485166	1486851	+	1686	1227	197	944	542	1163	1256	661	1035	1193	1340
CLUG_03024	Supercontig_1.3	1487202	1487579	-	378	5403	635	2968	2256	5927	6336	2758	4097	4787	4603
CLUG_03025	Supercontig_1.3	1488108	1489520	-	1413	2607	304	1566	974	1876	1700	1378	1896	1786	1709
CLUG_03026	Supercontig_1.3	1490370	1491524	+	1155	790	136	577	331	654	653	492	602	667	701
CLUG_03027	Supercontig_1.3	1491717	1492181	-	465	318	41	246	144	257	231	195	212	224	235
CLUG_03028	Supercontig_1.3	1491829	1492344	+	516	211	24	179	88	139	154	91	133	127	162
CLUG_03029	Supercontig_1.3	1492936	1495515	+	2580	5031	825	3421	1070	4333	4333	3134	3636	4816	4097
CLUG_03030	Supercontig_1.3	1496014	1496502	-	489	570	79	498	344	513	472	351	414	443	468
CLUG_03031	Supercontig_1.3	1497543	1498610	+	1068	397	34	201	130	366	344	174	263	329	409
CLUG_03032	Supercontig_1.3	1499330	1501270	-	1941	1357	168	820	684	1102	932	726	888	1030	927
CLUG_03033	Supercontig_1.3	1503956	1507951	+	3996	5742	592	2115	1744	3939	4053	1812	3329	4082	3248
CLUG_03034	Supercontig_1.3	1508291	1512868	-	4578	8852	1212	5828	4683	6302	5676	5946	6886	6099	6154
CLUG_03035	Supercontig_1.3	1514806	1515504	-	699	12	8	20	19	24	10	18	20	26	14
CLUG_03036	Supercontig_1.3	1516011	1517918	+	1908	1948	284	1101	871	1550	1333	1041	1413	1555	1280
CLUG_03037	Supercontig_1.3	1519053	1519349	+	297	1998	223	1140	1017	1454	992	1213	1411	1559	1131
CLUG_03038	Supercontig_1.3	1519449	1522583	-	3135	4141	574	1785	1347	2998	2624	2081	2781	3024	2328
CLUG_03039	Supercontig_1.3	1525364	1525822	+	459	2	0	1	2	0	0	1	3	0	2
CLUG_03040	Supercontig_1.3	1525824	1527923	+	2100	38	11	38	15	33	24	32	41	27	14
CLUG_03041	Supercontig_1.3	1528078	1528695	+	618	608	71	323	197	460	374	300	443	430	386
CLUG_03042	Supercontig_1.3	1528822	1529868	-	1047	895	122	497	295	622	502	456	540	594	516
CLUG_03043	Supercontig_1.3	1530840	1531688	+	849	582	84	428	192	493	480	338	390	445	427
CLUG_03044	Supercontig_1.3	1533174	1535093	+	1920	1053	164	898	510	1322	1819	792	1036	1212	1757
CLUG_03045	Supercontig_1.3	1537336	1538307	+	972	243	38	134	69	188	128	140	208	230	166
CLUG_03046	Supercontig_1.3	1538954	1541170	-	2217	11550	1288	4974	5174	6057	5827	5561	9348	7427	8327
CLUG_03047	Supercontig_1.3	1541913	1542413	+	501	1587	168	804	730	1155	857	782	1216	1120	985
CLUG_03048	Supercontig_1.3	1543059	1543802	+	744	711	119	704	509	502	467	557	628	489	519
CLUG_03049	Supercontig_1.3	1544081	1545631	-	1551	1455	169	763	548	1042	874	741	936	1016	954
CLUG_03050	Supercontig_1.3	1546436	1547893	+	1458	1745	189	1084	857	1297	1270	1010	1245	1358	1209
CLUG_03051	Supercontig_1.3	1548070	1549347	-	1278	951	150	551	321	778	714	562	820	929	813
CLUG_03052	Supercontig_1.3	1549723	1551207	+	1485	420	65	314	125	406	323	244	341	349	308
CLUG_03053	Supercontig_1.3	1551952	1552560	-	609	9587	1276	8939	4618	12672	15747	5811	7274	9587	10500
CLUG_03054	Supercontig_1.3	1553287	1555695	-	2409	6668	966	4187	3276	5729	4987	4353	4771	5561	5238
CLUG_03055	Supercontig_1.3	1556838	1560425	-	3588	2564	358	1022	731	1967	1821	1080	1651	2071	1545
CLUG_03056	Supercontig_1.3	1562531	1564225	+	1695	1693	231	1104	931	1526	1373	1001	1321	1250	1225
CLUG_03057	Supercontig_1.3	1564308	1565420	-	1113	1186	172	794	475	1317	1161	657	815	1083	1075
CLUG_03058	Supercontig_1.3	1566976	1569138	+	2163	1855	250	1167	921	1380	1554	1015	1496	1543	1670
CLUG_03059	Supercontig_1.3	1570354	1570935	+	582	779	125	319	228	638	670	380	561	610	537
CLUG_03060	Supercontig_1.3	1571071	1574076	+	3006	5745	758	2657	1715	4832	4997	2753	3761	4734	4115
CLUG_03061	Supercontig_1.3	1574178	1575029	+	852	2083	270	1473	706	1996	2061	1027	1344	1782	1771
CLUG_03062	Supercontig_1.3	1575111	1576406	-	1296	1461	209	884	521	1243	1312	702	1060	1288	1242
CLUG_03063	Supercontig_1.3	1576514	1578592	-	2079	1262	157	617	565	918	730	683	932	1004	833
CLUG_03064	Supercontig_1.3	1580647	1581258	+	612	10481	1431	11963	10802	10633	6196	7431	8080	8611	6036
CLUG_03065	Supercontig_1.3	1581558	1582046	-	489	23818	2516	21361	15203	28192	27335	13629	15350	16169	14096
CLUG_03066	Supercontig_1.3	1582138	1582692	-	555	17	1	12	5	11	3	13	11	13	4
CLUG_03067	Supercontig_1.3	1584013	1584183	-	171	3767	501	2451	1674	9073	8083	2272	3281	6210	4552
CLUG_03068	Supercontig_1.3	1584688	1587048	+	2361	1316	237	739	491	1733	1755	831	1163	1856	1682
CLUG_03069	Supercontig_1.3	1587543	1588745	+	1203	1511	224	1535	1113	1414	1299	1231	1330	1325	1341
CLUG_03070	Supercontig_1.3	1589709	1591445	+	1737	4879	792	6726	5953	8511	8872	5185	5089	5486	4006
CLUG_03071	Supercontig_1.3	1592363	1595269	+	2907	3014	380	1393	1063	2208	1845	1599	2200	2261	1759
CLUG_03072	Supercontig_1.3	1595867	1597750	-	1884	2223	236	750	709	2344	2086	1050	1498	2216	1628
CLUG_03073	Supercontig_1.3	1599473	1600864	+	1392	1786	228	1062	783	1787	1885	927	1083	1327	1381
CLUG_03074	Supercontig_1.3	1601479	1602465	-	987	46	4	47	24	65	65	32	43	38	29
CLUG_03075	Supercontig_1.3	1604241	1605752	+	1512	1681	168	448	252	845	829	628	1011	1046	864
CLUG_03076	Supercontig_1.3	1605810	1607876	+	2067	2863	353	996	665	1751	1627	1202	1900	2102	1571
CLUG_03077	Supercontig_1.3	1609203	1609439	+	237	337	42	237	218	314	299	247	292	268	237
CLUG_03078	Supercontig_1.3	1609565	1612945	-	3381	5567	551	2926	2271	3171	3305	3001	3766	3493	3143
CLUG_03079	Supercontig_1.3	1614888	1616264	-	1377	2502	258	1009	596	2169	2180	940	1478	1898	1824
CLUG_03080	Supercontig_1.3	1617476	1620988	+	3513	2809	344	1248	688	2289	1961	1213	1822	2466	1695
CLUG_03081	Supercontig_1.3	1621415	1622689	-	1275	2850	377	1864	1312	2071	1733	2066	2282	2428	1950
CLUG_03082	Supercontig_1.3	1623933	1624733	+	801	423	64	312	134	384	352	274	300	355	324
CLUG_03083	Supercontig_1.3	1625033	1625287	+	255	3962	565	2836	1768	9716	8911	2856	3796	6575	4622
CLUG_03084	Supercontig_1.3	1625763	1626941	-	1179	2533	322	1183	1017	3002	2285	1310	1720	2247	1966
CLUG_03085	Supercontig_1.3	1627243	1628673	+	1431	1610	194	946	759	1392	1146	875	1053	1300	1041
CLUG_03086	Supercontig_1.3	1629927	1632443	+	2517	8695	1391	5968	4088	5525	4176	5534	6469	5247	4453
CLUG_03087	Supercontig_1.3	1633136	1633546	+	411	13842	1099	7302	11576	10961	11585	7004	12403	11648	9654
CLUG_03088	Supercontig_1.3	1634147	1635553	-	1407	7033	1101	5083	4912	7468	5597	6594	7271	6855	5714
CLUG_03089	Supercontig_1.3	1637313	1637672	-	360	10498	1390	8159	5264	24490	24955	7921	10346	17270	14348
CLUG_03090	Supercontig_1.3	1639161	1639661	-	501	8066	504	4096	6306	5822	8002	3228	6867	5849	6085
CLUG_03091	Supercontig_1.3	1640438	1641595	+	1158	1592	209	761	546	1649	1586	694	1170	1576	1409
CLUG_03092	Supercontig_1.3	1642573	1646019	+	3447	8727	1076	5382	5027	7800	7342	5975	7725	7471	7062
CLUG_03093	Supercontig_1.3	1646043	1647767	+	1725	178	15	66	100	116	105	57	137	138	90
CLUG_03094	Supercontig_1.3	1647860	1648495	-	636	602	44	304	406	470	592	221	474	468	496
CLUG_03095	Supercontig_1.3	1648923	1651091	-	2169	4999	537	3047	2349	4153	4362	2852	3994	3991	4831
CLUG_03096	Supercontig_1.3	1652035	1654503	-	2469	4727	650	2625	2289	3559	3753	3380	3889	3576	3602
CLUG_03097	Supercontig_1.3	1655512	1656054	+	543	3043	241	1466	1995	2749	5422	1217	2360	2956	3333
CLUG_03098	Supercontig_1.3	1656139	1657698	-	1560	1980	278	1903	1653	1977	1660	1955	2201	2059	1604
CLUG_03099	Supercontig_1.3	1656152	1656751	+	600	1045	134	998	838	1006	835	992	1098	1049	866
CLUG_03100	Supercontig_1.3	1659041	1659397	-	357	1765	181	898	830	1510	1269	968	1342	1267	1050
CLUG_03101	Supercontig_1.3	1660211	1660855	+	645	1433	165	679	418	1218	1010	730	952	1036	941
CLUG_03102	Supercontig_1.3	1660901	1661242	-	342	1383	192	750	430	2571	2391	741	924	1468	1506
CLUG_03103	Supercontig_1.3	1661252	1661704	-	453	1126	149	715	356	782	676	567	765	754	785
CLUG_03104	Supercontig_1.3	1661976	1662329	-	354	11820	1872	11048	6258	12846	8044	10053	9532	8788	6317
CLUG_03105	Supercontig_1.3	1665626	1666123	-	498	404	40	237	167	409	350	205	257	306	310
CLUG_03106	Supercontig_1.3	1668038	1671307	+	3270	12559	1473	3666	2982	10913	9225	5469	7810	8104	5948
CLUG_03107	Supercontig_1.3	1668532	1669077	-	546	1669	201	362	362	1391	1175	681	1061	1029	729
CLUG_03108	Supercontig_1.3	1671472	1673397	-	1926	1908	256	1092	711	1463	1132	966	1276	1396	1109
CLUG_03109	Supercontig_1.3	1673424	1675628	+	2205	1569	199	832	690	1346	1075	882	1143	1357	1156
CLUG_03110	Supercontig_1.3	1675645	1677447	-	1803	1500	240	938	702	1190	1106	1039	1168	1175	1319
CLUG_03111	Supercontig_1.3	1677908	1678711	-	804	328	48	197	126	376	283	187	260	342	362
CLUG_03112	Supercontig_1.3	1679078	1682776	+	3699	4849	730	3092	2815	5171	6622	3175	5014	5850	5800
CLUG_03113	Supercontig_1.3	1683175	1687644	-	4470	37982	8015	20759	8924	18179	18022	11410	11348	10564	10567
CLUG_03114	Supercontig_1.3	1687970	1688500	+	531	4	0	2	3	1	2	4	1	3	5
CLUG_03115	Supercontig_1.3	1688907	1701437	+	12531	3759	505	1784	1607	2796	2623	2449	2797	3368	2407
CLUG_03116	Supercontig_1.3	1701617	1702090	-	474	7389	1072	6242	3918	18989	18708	5481	6726	12991	11625
CLUG_03117	Supercontig_1.3	1703228	1704724	-	1497	813	122	523	411	643	549	546	621	675	604
CLUG_03118	Supercontig_1.3	1706374	1706871	+	498	535	79	461	343	527	571	382	426	559	469
CLUG_03119	Supercontig_1.3	1707003	1707884	-	882	800	140	599	431	959	767	560	600	939	788
CLUG_03120	Supercontig_1.3	1708052	1708243	-	192	489	61	315	174	479	426	300	347	448	410
CLUG_03121	Supercontig_1.3	1708810	1709526	+	717	4260	508	3015	2007	3715	3525	2375	3120	3455	3555
CLUG_03122	Supercontig_1.3	1709559	1710884	-	1326	2217	286	1338	901	2833	2248	1333	1696	2444	1877
CLUG_03123	Supercontig_1.3	1711858	1713447	+	1590	2388	318	1642	801	1725	1632	1473	1783	2035	1784
CLUG_03124	Supercontig_1.3	1713726	1714664	-	939	10518	1553	7552	6277	8577	6776	7075	7607	8381	7718
CLUG_03125	Supercontig_1.3	1716182	1717348	+	1167	14808	2161	15246	8633	33447	41797	11715	13303	23596	26292
CLUG_03126	Supercontig_1.3	1717721	1718701	+	981	531	63	215	100	439	370	208	331	411	318
CLUG_03127	Supercontig_1.3	1719413	1721017	-	1605	873	145	611	400	905	1029	550	877	1059	1032
CLUG_03128	Supercontig_1.3	1725907	1726746	+	840	358	48	191	145	288	226	201	258	328	296
CLUG_03129	Supercontig_1.3	1727366	1727827	+	462	1438	197	1013	348	1626	1891	799	940	1402	1372
CLUG_03130	Supercontig_1.3	1728026	1729615	-	1590	3314	369	3901	3924	4860	4966	3346	4201	4292	4499
CLUG_03131	Supercontig_1.3	1730519	1731517	-	999	2950	352	2138	1584	2105	2158	1830	2411	2144	2110
CLUG_03132	Supercontig_1.3	1732707	1734944	+	2238	6114	557	2035	2775	883	1003	3096	5540	1740	1596
CLUG_03133	Supercontig_1.3	1735966	1736247	+	282	430	44	177	111	277	210	188	217	290	212
CLUG_03134	Supercontig_1.3	1736309	1736854	+	546	1466	192	798	513	995	739	706	1040	1060	822
CLUG_03135	Supercontig_1.3	1736407	1738206	-	1800	3533	439	1604	1076	2272	1711	1618	2426	2454	1951
CLUG_03136	Supercontig_1.3	1738567	1739037	+	471	440	62	226	179	360	236	187	292	250	290
CLUG_03137	Supercontig_1.3	1739477	1741303	-	1827	2648	364	1665	1233	4757	5518	1669	2044	3035	2617
CLUG_03138	Supercontig_1.3	1741814	1742653	-	840	7674	1210	7208	6826	5945	3792	7849	8008	5245	4208
CLUG_03139	Supercontig_1.3	1744137	1745642	+	1506	3730	288	2200	2840	2191	893	2089	3309	3111	2907
CLUG_03140	Supercontig_1.3	1746254	1746712	+	459	6968	964	5021	3765	7761	5301	5107	5708	6164	5161
CLUG_03141	Supercontig_1.3	1746922	1748895	+	1974	2628	437	1581	1118	2205	2048	1653	2190	2424	2217
CLUG_03142	Supercontig_1.3	1749087	1750766	-	1680	1359	163	422	354	1594	1326	496	771	1602	982
CLUG_03143	Supercontig_1.3	1750784	1751953	-	1170	635	63	173	144	749	624	282	394	733	419
CLUG_03144	Supercontig_1.3	1752170	1754386	-	2217	744	94	219	152	824	707	251	420	641	462
CLUG_03145	Supercontig_1.3	1754946	1755911	-	966	805	140	337	296	519	258	613	644	392	280
CLUG_03146	Supercontig_1.3	1756581	1758179	-	1599	1279	148	1278	1037	1269	1350	1040	1331	1281	1591
CLUG_03147	Supercontig_1.3	1758952	1761270	-	2319	7574	869	3471	2736	2787	2818	4210	6096	3110	3280
CLUG_03148	Supercontig_1.3	1762955	1765315	-	2361	2541	243	1102	945	1311	973	968	1646	1309	1257
CLUG_03149	Supercontig_1.3	1765918	1767336	-	1419	1226	214	873	471	1235	1096	808	1182	1400	1339
CLUG_03150	Supercontig_1.3	1768263	1768610	+	348	6456	817	4197	4228	3977	2652	5138	6242	4999	3820
CLUG_03151	Supercontig_1.3	1768952	1771099	+	2148	1120	145	550	258	976	1005	525	789	1041	934
CLUG_03152	Supercontig_1.3	1771324	1773342	-	2019	835	88	360	355	1312	1505	359	533	912	796
CLUG_03153	Supercontig_1.3	1774050	1775408	+	1359	1990	255	929	719	1368	1171	971	1456	1387	1234
CLUG_03154	Supercontig_1.3	1776396	1777649	+	1254	20	6	14	12	11	31	13	22	28	39
CLUG_03155	Supercontig_1.3	1778075	1778830	-	756	270	31	145	111	252	192	155	177	207	235
CLUG_03156	Supercontig_1.3	1779218	1780945	-	1728	1188	225	1890	1516	1341	657	1230	1010	1370	1189
CLUG_03157	Supercontig_1.3	1781265	1783238	+	1974	1128	197	696	580	766	641	746	811	899	687
CLUG_03158	Supercontig_1.3	1783664	1784158	-	495	579	65	346	253	515	332	333	416	435	373
CLUG_03159	Supercontig_1.3	1784722	1785510	-	789	899	109	531	547	2110	2507	504	754	1200	1122
CLUG_03160	Supercontig_1.3	1786258	1788651	-	2394	2181	235	1196	1572	1651	1483	1276	1739	1711	1466
CLUG_03161	Supercontig_1.3	1789072	1790070	-	999	2108	259	1190	842	2195	1544	1874	1848	1883	1496
CLUG_03162	Supercontig_1.3	1793303	1794727	+	1425	17103	1941	17836	16638	12238	10710	12843	14886	11534	11206
CLUG_03163	Supercontig_1.3	1795975	1797969	-	1995	2367	292	1536	1558	1548	1222	1382	1803	1533	1415
CLUG_03164	Supercontig_1.3	1799247	1799693	-	447	1100	116	535	322	1292	1010	465	723	1026	807
CLUG_03165	Supercontig_1.3	1799932	1800408	+	477	843	88	359	217	838	597	379	535	668	511
