# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/U5C_benomyl.r2.gsnap_reads.tab" "-F" "GTF" "aln/U5C_benomyl.r2.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/U5C_benomyl.r2.gsnap.bam
CLUG_03063	Supercontig_1.3	1576514	1578592	-	2079	490
CLUG_03064	Supercontig_1.3	1580647	1581258	+	612	6278
CLUG_03065	Supercontig_1.3	1581558	1582046	-	489	25552
CLUG_03066	Supercontig_1.3	1582138	1582692	-	555	7
CLUG_03067	Supercontig_1.3	1584013	1584183	-	171	4437
CLUG_03068	Supercontig_1.3	1584688	1587048	+	2361	887
CLUG_03069	Supercontig_1.3	1587543	1588745	+	1203	1048
CLUG_03070	Supercontig_1.3	1589709	1591445	+	1737	21190
CLUG_03071	Supercontig_1.3	1592363	1595269	+	2907	253
CLUG_03072	Supercontig_1.3	1595867	1597750	-	1884	61
CLUG_03073	Supercontig_1.3	1599473	1600864	+	1392	160
CLUG_03074	Supercontig_1.3	1601479	1602465	-	987	73
CLUG_03075	Supercontig_1.3	1604241	1605752	+	1512	77
CLUG_03076	Supercontig_1.3	1605810	1607876	+	2067	163
CLUG_03077	Supercontig_1.3	1609203	1609439	+	237	30
CLUG_03078	Supercontig_1.3	1609565	1612945	-	3381	194
CLUG_03079	Supercontig_1.3	1614888	1616264	-	1377	59
CLUG_03080	Supercontig_1.3	1617476	1620988	+	3513	99
CLUG_03081	Supercontig_1.3	1621415	1622689	-	1275	60
CLUG_03082	Supercontig_1.3	1623933	1624733	+	801	84
CLUG_03083	Supercontig_1.3	1625033	1625287	+	255	7927
CLUG_03084	Supercontig_1.3	1625763	1626941	-	1179	1505
CLUG_03085	Supercontig_1.3	1627243	1628673	+	1431	239
CLUG_03086	Supercontig_1.3	1629927	1632443	+	2517	1135
CLUG_03087	Supercontig_1.3	1633136	1633546	+	411	9959
CLUG_03088	Supercontig_1.3	1634147	1635553	-	1407	862
CLUG_03089	Supercontig_1.3	1637313	1637672	-	360	18369
CLUG_03090	Supercontig_1.3	1639161	1639661	-	501	3482
CLUG_03091	Supercontig_1.3	1640438	1641595	+	1158	3129
CLUG_03092	Supercontig_1.3	1642573	1646019	+	3447	2539
CLUG_03093	Supercontig_1.3	1646043	1647767	+	1725	36
CLUG_03094	Supercontig_1.3	1647860	1648495	-	636	33
CLUG_03095	Supercontig_1.3	1648923	1651091	-	2169	599
CLUG_03096	Supercontig_1.3	1652035	1654503	-	2469	432
CLUG_03097	Supercontig_1.3	1655512	1656054	+	543	1383
CLUG_03098	Supercontig_1.3	1656139	1657698	-	1560	48
CLUG_03099	Supercontig_1.3	1656152	1656751	+	600	29
CLUG_03100	Supercontig_1.3	1659041	1659397	-	357	31
CLUG_03101	Supercontig_1.3	1660211	1660855	+	645	179
CLUG_03102	Supercontig_1.3	1660901	1661242	-	342	134
CLUG_03103	Supercontig_1.3	1661252	1661704	-	453	145
CLUG_03104	Supercontig_1.3	1661976	1662329	-	354	14852
CLUG_03105	Supercontig_1.3	1665626	1666123	-	498	65
CLUG_03106	Supercontig_1.3	1668038	1671307	+	3270	305
CLUG_03107	Supercontig_1.3	1668532	1669077	-	546	58
CLUG_03108	Supercontig_1.3	1671472	1673397	-	1926	596
CLUG_03109	Supercontig_1.3	1673424	1675628	+	2205	658
CLUG_03110	Supercontig_1.3	1675645	1677447	-	1803	1212
CLUG_03111	Supercontig_1.3	1677908	1678711	-	804	316
CLUG_03112	Supercontig_1.3	1679078	1682776	+	3699	6110
CLUG_03113	Supercontig_1.3	1683175	1687644	-	4470	3816
CLUG_03114	Supercontig_1.3	1687970	1688500	+	531	8
CLUG_03115	Supercontig_1.3	1688907	1701437	+	12531	1940
CLUG_03116	Supercontig_1.3	1701617	1702090	-	474	24645
CLUG_03117	Supercontig_1.3	1703228	1704724	-	1497	358
CLUG_03118	Supercontig_1.3	1706374	1706871	+	498	187
CLUG_03119	Supercontig_1.3	1707003	1707884	-	882	330
CLUG_03120	Supercontig_1.3	1708052	1708243	-	192	360
CLUG_03121	Supercontig_1.3	1708810	1709526	+	717	925
CLUG_03122	Supercontig_1.3	1709559	1710884	-	1326	976
CLUG_03123	Supercontig_1.3	1711858	1713447	+	1590	402
CLUG_03124	Supercontig_1.3	1713726	1714664	-	939	295316
CLUG_03125	Supercontig_1.3	1716182	1717348	+	1167	21215
CLUG_03126	Supercontig_1.3	1717721	1718701	+	981	76
CLUG_03127	Supercontig_1.3	1719413	1721017	-	1605	348
CLUG_03128	Supercontig_1.3	1725907	1726746	+	840	1571
CLUG_03129	Supercontig_1.3	1727366	1727827	+	462	1099
CLUG_03130	Supercontig_1.3	1728026	1729615	-	1590	8354
CLUG_03131	Supercontig_1.3	1730519	1731517	-	999	4204
CLUG_03132	Supercontig_1.3	1732707	1734944	+	2238	430
CLUG_03133	Supercontig_1.3	1735966	1736247	+	282	20
CLUG_03134	Supercontig_1.3	1736309	1736854	+	546	38
CLUG_03135	Supercontig_1.3	1736407	1738206	-	1800	87
CLUG_03136	Supercontig_1.3	1738567	1739037	+	471	33
CLUG_03137	Supercontig_1.3	1739477	1741303	-	1827	1079
CLUG_03138	Supercontig_1.3	1741814	1742653	-	840	1462
CLUG_03139	Supercontig_1.3	1744137	1745642	+	1506	35
CLUG_03140	Supercontig_1.3	1746254	1746712	+	459	1381
CLUG_03141	Supercontig_1.3	1746922	1748895	+	1974	32993
CLUG_03142	Supercontig_1.3	1749087	1750766	-	1680	144
CLUG_03143	Supercontig_1.3	1750784	1751953	-	1170	95
CLUG_03144	Supercontig_1.3	1752170	1754386	-	2217	101
CLUG_03145	Supercontig_1.3	1754946	1755911	-	966	75
CLUG_03146	Supercontig_1.3	1756581	1758179	-	1599	393
CLUG_03147	Supercontig_1.3	1758952	1761270	-	2319	103
CLUG_03148	Supercontig_1.3	1762955	1765315	-	2361	93
CLUG_03149	Supercontig_1.3	1765918	1767336	-	1419	2055
CLUG_03150	Supercontig_1.3	1768263	1768610	+	348	1963
CLUG_03151	Supercontig_1.3	1768952	1771099	+	2148	344
CLUG_03152	Supercontig_1.3	1771324	1773342	-	2019	176
CLUG_03153	Supercontig_1.3	1774050	1775408	+	1359	81
CLUG_03154	Supercontig_1.3	1776396	1777649	+	1254	4896
CLUG_03155	Supercontig_1.3	1778075	1778830	-	756	98
CLUG_03156	Supercontig_1.3	1779218	1780945	-	1728	2742
CLUG_03157	Supercontig_1.3	1781265	1783238	+	1974	402
CLUG_03158	Supercontig_1.3	1783664	1784158	-	495	105
CLUG_03159	Supercontig_1.3	1784722	1785510	-	789	795
CLUG_03160	Supercontig_1.3	1786258	1788651	-	2394	1398
CLUG_03161	Supercontig_1.3	1789072	1790070	-	999	1123
CLUG_03162	Supercontig_1.3	1793303	1794727	+	1425	9973
CLUG_03163	Supercontig_1.3	1795975	1797969	-	1995	266
CLUG_03164	Supercontig_1.3	1799247	1799693	-	447	556
CLUG_03165	Supercontig_1.3	1799932	1800408	+	477	28
CLUG_03166	Supercontig_1.3	1800941	1802536	+	1596	51
CLUG_03167	Supercontig_1.3	1802852	1803118	-	267	199
CLUG_03168	Supercontig_1.3	1803691	1807731	+	4041	4636
CLUG_03169	Supercontig_1.3	1808263	1809090	-	828	17958
CLUG_03170	Supercontig_1.3	1808278	1809006	+	729	17489
CLUG_03171	Supercontig_1.3	1811080	1811403	-	324	9314
CLUG_03172	Supercontig_1.3	1812308	1816162	+	3855	1201
CLUG_03173	Supercontig_1.3	1816211	1818562	-	2352	756
CLUG_03174	Supercontig_1.3	1819412	1821334	+	1923	328
CLUG_03175	Supercontig_1.3	1821592	1824066	-	2475	2169
CLUG_03176	Supercontig_1.3	1825747	1827099	-	1353	2902
CLUG_03177	Supercontig_1.3	1827985	1828839	-	855	526
CLUG_03178	Supercontig_1.3	1829954	1830958	-	1005	876
CLUG_03179	Supercontig_1.3	1832432	1834174	+	1743	8036
CLUG_03180	Supercontig_1.3	1835363	1838611	+	3249	1154
CLUG_03181	Supercontig_1.3	1838700	1839827	-	1128	634
CLUG_03182	Supercontig_1.3	1840099	1842066	-	1968	329
CLUG_03183	Supercontig_1.3	1842237	1843046	-	810	148
CLUG_03184	Supercontig_1.3	1843422	1844099	-	678	101
CLUG_03185	Supercontig_1.3	1844943	1846637	-	1695	791
CLUG_03186	Supercontig_1.3	1846796	1847800	-	1005	384
CLUG_03187	Supercontig_1.3	1848032	1849930	-	1899	526
CLUG_03188	Supercontig_1.3	1850301	1851467	-	1167	1154
CLUG_03189	Supercontig_1.3	1851864	1853066	-	1203	1238
CLUG_03190	Supercontig_1.3	1853377	1854522	-	1146	769
CLUG_03191	Supercontig_1.3	1854578	1855501	-	924	1209
CLUG_03192	Supercontig_1.3	1855938	1857449	+	1512	585
CLUG_03193	Supercontig_1.3	1858064	1859809	+	1746	1136
CLUG_03194	Supercontig_1.3	1863733	1864245	-	513	58
CLUG_03195	Supercontig_1.3	1872847	1873305	-	459	27
CLUG_03196	Supercontig_1.3	1872993	1873502	+	510	6
CLUG_03197	Supercontig_1.4	399	1046	-	648	4476
CLUG_03198	Supercontig_1.4	4967	6052	+	1086	1948
CLUG_03199	Supercontig_1.4	7141	8229	+	1089	320
CLUG_03200	Supercontig_1.4	8990	9475	-	486	1862
CLUG_03201	Supercontig_1.4	10811	11356	-	546	441
CLUG_03202	Supercontig_1.4	13044	14609	+	1566	169
CLUG_03203	Supercontig_1.4	15877	17157	-	1281	99
CLUG_03204	Supercontig_1.4	17284	17871	-	588	43
CLUG_03205	Supercontig_1.4	19641	21125	-	1485	461
CLUG_03206	Supercontig_1.4	22563	23024	+	462	95
CLUG_03207	Supercontig_1.4	24380	25657	-	1278	170
CLUG_03208	Supercontig_1.4	26061	26762	+	702	269
CLUG_03209	Supercontig_1.4	27226	28812	-	1587	1899
CLUG_03210	Supercontig_1.4	29594	30028	+	435	303
CLUG_03211	Supercontig_1.4	30039	32408	-	2370	1326
CLUG_03212	Supercontig_1.4	30766	31533	+	768	422
CLUG_03213	Supercontig_1.4	34525	35226	-	702	202
CLUG_03214	Supercontig_1.4	35800	36348	+	549	277
CLUG_03215	Supercontig_1.4	35830	36876	-	1047	404
CLUG_03216	Supercontig_1.4	41206	41940	+	735	0
CLUG_03217	Supercontig_1.4	43868	44836	+	969	2097
CLUG_03218	Supercontig_1.4	45012	45509	+	498	199
CLUG_03219	Supercontig_1.4	45595	46761	-	1167	900
CLUG_03220	Supercontig_1.4	47143	49101	-	1959	846
CLUG_03221	Supercontig_1.4	49933	51441	-	1509	6328
CLUG_03222	Supercontig_1.4	52256	54850	+	2595	64
CLUG_03223	Supercontig_1.4	55301	57301	-	2001	517
CLUG_03224	Supercontig_1.4	59016	59318	+	303	3711
CLUG_03225	Supercontig_1.4	60779	61162	-	384	326
CLUG_03226	Supercontig_1.4	62128	64041	-	1914	900
CLUG_03227	Supercontig_1.4	65308	66633	+	1326	611
CLUG_03228	Supercontig_1.4	67348	68712	+	1365	607
CLUG_03229	Supercontig_1.4	69367	70752	+	1386	1923
CLUG_03230	Supercontig_1.4	71864	72745	-	882	1062
CLUG_03231	Supercontig_1.4	71867	72583	+	717	869
CLUG_03232	Supercontig_1.4	72810	73310	+	501	414
CLUG_03233	Supercontig_1.4	74477	76696	+	2220	1446
CLUG_03234	Supercontig_1.4	77068	79032	-	1965	801168
CLUG_03235	Supercontig_1.4	81065	81577	+	513	4218
CLUG_03236	Supercontig_1.4	83308	83949	+	642	4240
CLUG_03237	Supercontig_1.4	83350	83574	-	225	3842
CLUG_03238	Supercontig_1.4	85288	86337	+	1050	128682
CLUG_03239	Supercontig_1.4	85576	86121	-	546	87544
CLUG_03240	Supercontig_1.4	88615	89769	-	1155	47017
CLUG_03241	Supercontig_1.4	88657	89739	+	1083	46060
CLUG_03242	Supercontig_1.4	90500	92389	-	1890	455
CLUG_03243	Supercontig_1.4	93964	96693	+	2730	904
CLUG_03244	Supercontig_1.4	97143	99782	-	2640	1352
CLUG_03245	Supercontig_1.4	100392	101723	+	1332	192
CLUG_03246	Supercontig_1.4	103108	104751	-	1644	9166
CLUG_03247	Supercontig_1.4	108429	108905	-	477	81
CLUG_03248	Supercontig_1.4	108907	109395	-	489	67
CLUG_03249	Supercontig_1.4	111895	114366	+	2472	131
CLUG_03250	Supercontig_1.4	115149	116447	-	1299	216
CLUG_03251	Supercontig_1.4	118340	120013	+	1674	163
CLUG_03252	Supercontig_1.4	121683	125906	+	4224	2367
CLUG_03253	Supercontig_1.4	126024	126479	-	456	1187
CLUG_03254	Supercontig_1.4	126663	127202	-	540	1947
CLUG_03255	Supercontig_1.4	127394	128221	-	828	5503
CLUG_03256	Supercontig_1.4	129217	130572	-	1356	3891
CLUG_03257	Supercontig_1.4	131427	133910	-	2484	3402
CLUG_03258	Supercontig_1.4	134369	136687	+	2319	1522
CLUG_03259	Supercontig_1.4	136740	137171	+	432	485
CLUG_03260	Supercontig_1.4	137179	137796	-	618	301
CLUG_03261	Supercontig_1.4	138115	139560	-	1446	1574
CLUG_03262	Supercontig_1.4	139647	140507	-	861	248
CLUG_03263	Supercontig_1.4	145189	147897	+	2709	163
CLUG_03264	Supercontig_1.4	147978	149342	+	1365	3719
CLUG_03265	Supercontig_1.4	149950	151074	-	1125	71
CLUG_03266	Supercontig_1.4	152288	153259	-	972	161
CLUG_03267	Supercontig_1.4	153682	154428	+	747	10000
CLUG_03268	Supercontig_1.4	154695	157316	+	2622	1198
CLUG_03269	Supercontig_1.4	157398	157892	+	495	227
CLUG_03270	Supercontig_1.4	158851	160026	+	1176	670
CLUG_03271	Supercontig_1.4	160513	162660	+	2148	2960
CLUG_03272	Supercontig_1.4	163033	164436	-	1404	4
CLUG_03273	Supercontig_1.4	164335	165225	+	891	1
CLUG_03274	Supercontig_1.4	166177	174534	+	8358	147
CLUG_03275	Supercontig_1.4	175063	175851	+	789	89
CLUG_03276	Supercontig_1.4	178392	179771	+	1380	10
CLUG_03277	Supercontig_1.4	178541	179914	+	1374	3
CLUG_03278	Supercontig_1.4	180705	183785	-	3081	1184
CLUG_03279	Supercontig_1.4	184604	185410	+	807	131
CLUG_03280	Supercontig_1.4	185565	186356	+	792	3656
CLUG_03281	Supercontig_1.4	185799	186485	-	687	3774
CLUG_03282	Supercontig_1.4	188711	193765	+	5055	241
CLUG_03283	Supercontig_1.4	195136	196473	+	1338	32
CLUG_03284	Supercontig_1.4	195268	195825	-	558	17
CLUG_03285	Supercontig_1.4	195836	196321	+	486	0
CLUG_03286	Supercontig_1.4	197671	198549	+	879	31
CLUG_03287	Supercontig_1.4	197812	198423	-	612	26
CLUG_03288	Supercontig_1.4	198350	198985	+	636	15
CLUG_03289	Supercontig_1.4	200335	202767	+	2433	81
CLUG_03290	Supercontig_1.4	202968	203420	-	453	18
CLUG_03291	Supercontig_1.4	204184	205626	-	1443	1140
CLUG_03292	Supercontig_1.4	207815	209260	+	1446	295
CLUG_03293	Supercontig_1.4	209880	211427	-	1548	6604
CLUG_03294	Supercontig_1.4	214266	215537	+	1272	483
CLUG_03295	Supercontig_1.4	216160	217098	-	939	387
CLUG_03296	Supercontig_1.4	218012	218623	-	612	9
CLUG_03297	Supercontig_1.4	218058	218660	-	603	13
CLUG_03298	Supercontig_1.4	218292	218753	+	462	154
CLUG_03299	Supercontig_1.4	220534	222324	+	1791	123
CLUG_03300	Supercontig_1.4	222706	223371	+	666	1037
CLUG_03301	Supercontig_1.4	222928	223542	-	615	1035
CLUG_03302	Supercontig_1.4	225775	227706	+	1932	1680
CLUG_03303	Supercontig_1.4	231647	232354	-	708	186
CLUG_03304	Supercontig_1.4	234172	235890	-	1719	4506
CLUG_03305	Supercontig_1.4	237434	238156	+	723	888
CLUG_03306	Supercontig_1.4	237452	238174	-	723	869
CLUG_03307	Supercontig_1.4	239595	241067	-	1473	654
CLUG_03308	Supercontig_1.4	243717	245369	+	1653	64
CLUG_03309	Supercontig_1.4	246094	246648	+	555	3557
CLUG_03310	Supercontig_1.4	246148	246606	-	459	3423
CLUG_03311	Supercontig_1.4	247050	247850	+	801	121
CLUG_03312	Supercontig_1.4	247936	250785	-	2850	1991
CLUG_03313	Supercontig_1.4	251462	253744	-	2283	113
CLUG_03314	Supercontig_1.4	255498	256460	+	963	6329
CLUG_03315	Supercontig_1.4	258252	260552	+	2301	505
CLUG_03316	Supercontig_1.4	261556	262002	-	447	321
CLUG_03317	Supercontig_1.4	261593	262144	+	552	279
CLUG_03318	Supercontig_1.4	263879	265120	+	1242	1645
CLUG_03319	Supercontig_1.4	266813	268177	+	1365	53
CLUG_03320	Supercontig_1.4	266816	267481	-	666	27
CLUG_03321	Supercontig_1.4	269029	269958	-	930	32
CLUG_03322	Supercontig_1.4	272160	273851	-	1692	50
CLUG_03323	Supercontig_1.4	274097	276352	-	2256	31
CLUG_03324	Supercontig_1.4	278702	279673	+	972	74
CLUG_03325	Supercontig_1.4	279969	280523	-	555	15
CLUG_03326	Supercontig_1.4	280562	283549	-	2988	70
CLUG_03327	Supercontig_1.4	284432	285058	-	627	83
CLUG_03328	Supercontig_1.4	284508	285077	+	570	91
CLUG_03329	Supercontig_1.4	285558	287879	+	2322	107
CLUG_03330	Supercontig_1.4	288080	288670	+	591	28
CLUG_03331	Supercontig_1.4	288617	289219	-	603	27
CLUG_03332	Supercontig_1.4	289319	291088	+	1770	377
CLUG_03333	Supercontig_1.4	292105	293172	-	1068	41
CLUG_03334	Supercontig_1.4	294136	296016	+	1881	910
CLUG_03335	Supercontig_1.4	296175	296975	-	801	143
CLUG_03336	Supercontig_1.4	297495	298931	-	1437	156
CLUG_03337	Supercontig_1.4	300080	300925	-	846	179
CLUG_03338	Supercontig_1.4	302043	303230	+	1188	847
CLUG_03339	Supercontig_1.4	304257	304694	-	438	23034
CLUG_03340	Supercontig_1.4	306096	307127	-	1032	108
CLUG_03341	Supercontig_1.4	307593	308849	-	1257	934
CLUG_03342	Supercontig_1.4	308964	310451	-	1488	161
CLUG_03343	Supercontig_1.4	310645	311526	-	882	11844
CLUG_03344	Supercontig_1.4	312176	313228	+	1053	108
CLUG_03345	Supercontig_1.4	314035	315639	+	1605	231
CLUG_03346	Supercontig_1.4	314602	315420	-	819	140
CLUG_03347	Supercontig_1.4	317628	318842	+	1215	91
CLUG_03348	Supercontig_1.4	320307	321221	+	915	60
CLUG_03349	Supercontig_1.4	323413	324273	+	861	1719
CLUG_03350	Supercontig_1.4	324341	325573	-	1233	8353
CLUG_03351	Supercontig_1.4	325881	327314	+	1434	7096
CLUG_03352	Supercontig_1.4	327512	328342	-	831	879
CLUG_03353	Supercontig_1.4	329065	329541	+	477	326
CLUG_03354	Supercontig_1.4	329613	331838	-	2226	16583
CLUG_03355	Supercontig_1.4	331954	332946	-	993	5916
CLUG_03356	Supercontig_1.4	333567	334127	-	561	293
CLUG_03357	Supercontig_1.4	334000	335337	-	1338	1411
CLUG_03358	Supercontig_1.4	336824	337072	+	249	3336
CLUG_03359	Supercontig_1.4	337795	340173	-	2379	250
CLUG_03360	Supercontig_1.4	340242	341093	+	852	300
CLUG_03361	Supercontig_1.4	341780	342766	+	987	59
CLUG_03362	Supercontig_1.4	342130	342729	-	600	41
CLUG_03363	Supercontig_1.4	342835	343920	-	1086	117
CLUG_03364	Supercontig_1.4	344616	348860	-	4245	157
CLUG_03365	Supercontig_1.4	348962	349591	+	630	12
CLUG_03366	Supercontig_1.4	349772	350317	+	546	19
CLUG_03367	Supercontig_1.4	351161	352087	-	927	229
CLUG_03368	Supercontig_1.4	352482	353846	+	1365	2579
CLUG_03369	Supercontig_1.4	354488	356392	+	1905	1335
CLUG_03370	Supercontig_1.4	357987	360107	+	2121	222
CLUG_03371	Supercontig_1.4	360352	362313	-	1962	7559
CLUG_03372	Supercontig_1.4	363089	364903	+	1815	261
CLUG_03373	Supercontig_1.4	363134	364777	-	1644	212
CLUG_03374	Supercontig_1.4	366337	368160	-	1824	173
CLUG_03375	Supercontig_1.4	368631	369353	+	723	657
CLUG_03376	Supercontig_1.4	369984	371792	+	1809	114
CLUG_03377	Supercontig_1.4	372916	374238	+	1323	5284
CLUG_03378	Supercontig_1.4	373455	374225	-	771	3731
CLUG_03379	Supercontig_1.4	374810	375400	-	591	439
CLUG_03380	Supercontig_1.4	375816	376220	+	405	62
CLUG_03381	Supercontig_1.4	376982	378079	+	1098	598
CLUG_03382	Supercontig_1.4	377003	377959	-	957	500
CLUG_03383	Supercontig_1.4	379645	380820	-	1176	36
CLUG_03384	Supercontig_1.4	380024	380869	+	846	34
CLUG_03385	Supercontig_1.4	382501	383565	+	1065	30
CLUG_03386	Supercontig_1.4	384057	386402	+	2346	230
CLUG_03387	Supercontig_1.4	388220	388735	+	516	8989
CLUG_03388	Supercontig_1.4	389284	390183	-	900	130
CLUG_03389	Supercontig_1.4	391235	392464	+	1230	305
CLUG_03390	Supercontig_1.4	393199	394056	-	858	179
CLUG_03391	Supercontig_1.4	396402	399593	+	3192	239
CLUG_03392	Supercontig_1.4	400245	400898	+	654	3779
CLUG_03393	Supercontig_1.4	401936	402406	+	471	2019
CLUG_03394	Supercontig_1.4	403290	405200	+	1911	66
CLUG_03395	Supercontig_1.4	405240	406568	-	1329	73
CLUG_03396	Supercontig_1.4	407363	408823	-	1461	522
CLUG_03397	Supercontig_1.4	409485	409931	-	447	119
CLUG_03398	Supercontig_1.4	415280	419524	-	4245	3
CLUG_03399	Supercontig_1.4	420617	421675	-	1059	491
CLUG_03400	Supercontig_1.4	422296	423309	-	1014	885
CLUG_03401	Supercontig_1.4	424598	426844	+	2247	1638
CLUG_03402	Supercontig_1.4	428555	429526	-	972	126
CLUG_03403	Supercontig_1.4	431983	433296	+	1314	330
CLUG_03404	Supercontig_1.4	433351	434232	-	882	575
CLUG_03405	Supercontig_1.4	435288	436961	+	1674	252
CLUG_03406	Supercontig_1.4	438380	443752	+	5373	164
CLUG_03407	Supercontig_1.4	438533	439054	-	522	17
CLUG_03408	Supercontig_1.4	438679	439302	+	624	0
CLUG_03409	Supercontig_1.4	440364	440816	+	453	0
CLUG_03410	Supercontig_1.4	444121	447174	+	3054	436
CLUG_03411	Supercontig_1.4	447822	448478	+	657	535
CLUG_03412	Supercontig_1.4	448642	452901	+	4260	387
CLUG_03413	Supercontig_1.4	453473	454576	-	1104	107
CLUG_03414	Supercontig_1.4	455234	457075	-	1842	1955
CLUG_03415	Supercontig_1.4	458111	460150	-	2040	242
CLUG_03416	Supercontig_1.4	461894	464695	+	2802	215
CLUG_03417	Supercontig_1.4	466067	466675	+	609	88
CLUG_03418	Supercontig_1.4	466961	468397	+	1437	429
CLUG_03419	Supercontig_1.4	469211	470017	-	807	217
CLUG_03420	Supercontig_1.4	470817	472010	+	1194	1052
CLUG_03421	Supercontig_1.4	473137	476358	+	3222	830
CLUG_03422	Supercontig_1.4	476751	482936	-	6186	3905
CLUG_03423	Supercontig_1.4	484213	484848	-	636	65424
CLUG_03424	Supercontig_1.4	484252	484728	+	477	46925
CLUG_03425	Supercontig_1.4	486709	487710	-	1002	4566
CLUG_03426	Supercontig_1.4	488438	491119	+	2682	1503
CLUG_03427	Supercontig_1.4	492348	493253	-	906	798
CLUG_03428	Supercontig_1.4	494674	496038	+	1365	1196
CLUG_03429	Supercontig_1.4	497529	499352	+	1824	142
CLUG_03430	Supercontig_1.4	500058	501560	+	1503	96
CLUG_03431	Supercontig_1.4	501737	503080	-	1344	1663
CLUG_03432	Supercontig_1.4	503723	506611	-	2889	4240
CLUG_03433	Supercontig_1.4	508017	509831	+	1815	3292
CLUG_03434	Supercontig_1.4	510369	510818	-	450	17
CLUG_03435	Supercontig_1.4	511278	512504	+	1227	8894
CLUG_03436	Supercontig_1.4	512840	513592	+	753	76
CLUG_03437	Supercontig_1.4	514277	515746	+	1470	238
CLUG_03438	Supercontig_1.4	516260	517369	+	1110	56
CLUG_03439	Supercontig_1.4	517785	519170	-	1386	85
CLUG_03440	Supercontig_1.4	519889	520623	-	735	20101
CLUG_03441	Supercontig_1.4	521255	523033	-	1779	958
CLUG_03442	Supercontig_1.4	524404	525054	-	651	1546
CLUG_03443	Supercontig_1.4	524417	525676	+	1260	5887
CLUG_03444	Supercontig_1.4	526060	526722	-	663	63
CLUG_03445	Supercontig_1.4	526841	528943	+	2103	140
CLUG_03446	Supercontig_1.4	529093	532524	-	3432	562
CLUG_03447	Supercontig_1.4	533384	535762	+	2379	30
CLUG_03448	Supercontig_1.4	535807	536625	+	819	1205
CLUG_03449	Supercontig_1.4	536712	538379	-	1668	2363
CLUG_03450	Supercontig_1.4	539349	540437	-	1089	360
CLUG_03451	Supercontig_1.4	540674	541162	-	489	275
CLUG_03452	Supercontig_1.4	541878	542453	+	576	349
CLUG_03453	Supercontig_1.4	544130	544960	-	831	310
CLUG_03454	Supercontig_1.4;Supercontig_1.4	545389;546563	546501;546607	-;-	1158	891
CLUG_03455	Supercontig_1.4	547004	548824	-	1821	2066
CLUG_03456	Supercontig_1.4	549889	550278	+	390	196
CLUG_03457	Supercontig_1.4	550299	550874	+	576	893
CLUG_03458	Supercontig_1.4	551070	552224	-	1155	402
CLUG_03459	Supercontig_1.4	553112	554500	+	1389	428
CLUG_03460	Supercontig_1.4	554566	555189	-	624	245
CLUG_03461	Supercontig_1.4	555425	558172	-	2748	701
CLUG_03462	Supercontig_1.4	558916	559404	-	489	78
CLUG_03463	Supercontig_1.4	559441	561402	+	1962	545
CLUG_03464	Supercontig_1.4	561470	562384	-	915	904
CLUG_03465	Supercontig_1.4	562777	563604	-	828	978
CLUG_03466	Supercontig_1.4	563679	564449	-	771	57
CLUG_03467	Supercontig_1.4	563785	564630	-	846	309
CLUG_03468	Supercontig_1.4	564712	568920	-	4209	4024
CLUG_03469	Supercontig_1.4	570234	570752	-	519	2719
CLUG_03470	Supercontig_1.4	570249	570854	+	606	3244
CLUG_03471	Supercontig_1.4	571204	571944	+	741	4544
CLUG_03472	Supercontig_1.4	572042	575071	-	3030	5782
CLUG_03473	Supercontig_1.4	575587	576549	-	963	3924
CLUG_03474	Supercontig_1.4	577026	577373	+	348	567
CLUG_03475	Supercontig_1.4	577604	578077	-	474	441
CLUG_03476	Supercontig_1.4	578409	578891	-	483	7430
CLUG_03477	Supercontig_1.4	579389	580183	-	795	64
CLUG_03478	Supercontig_1.4	580847	582406	+	1560	115
CLUG_03479	Supercontig_1.4	582450	584240	-	1791	76
CLUG_03480	Supercontig_1.4	584578	585285	+	708	73
CLUG_03481	Supercontig_1.4	585295	588771	-	3477	164
CLUG_03482	Supercontig_1.4	590023	590910	+	888	53
CLUG_03483	Supercontig_1.4	591751	592380	-	630	5545
CLUG_03484	Supercontig_1.4	592802	593194	-	393	594
CLUG_03485	Supercontig_1.4	593904	594992	+	1089	24
CLUG_03486	Supercontig_1.4	595126	595698	+	573	10
CLUG_03487	Supercontig_1.4	595866	596504	-	639	665
CLUG_03488	Supercontig_1.4	596705	599386	-	2682	252
CLUG_03489	Supercontig_1.4	600496	601122	+	627	38
CLUG_03490	Supercontig_1.4	601282	601854	-	573	89
CLUG_03491	Supercontig_1.4	601991	604108	+	2118	121
CLUG_03492	Supercontig_1.4	605290	606543	+	1254	26789
CLUG_03493	Supercontig_1.4	608753	609475	-	723	477
CLUG_03494	Supercontig_1.4	611726	612964	+	1239	4357
CLUG_03495	Supercontig_1.4	613494	614420	-	927	4654
CLUG_03496	Supercontig_1.4	615226	617109	+	1884	6615
CLUG_03497	Supercontig_1.4	617307	617942	-	636	11265
CLUG_03498	Supercontig_1.4	618097	620358	-	2262	2516
