# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "2" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/U3B.r1.gsnap_frags.tab" "-F" "GTF" "-p" "aln/U3B.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/U3B.r1.gsnap.bam
CLUG_02792	Supercontig_1.3	1015127	1015723	+	597	252
CLUG_02793	Supercontig_1.3	1015668	1016447	+	780	435
CLUG_02794	Supercontig_1.3	1015847	1016410	-	564	0
CLUG_02795	Supercontig_1.3	1017162	1017827	+	666	955
CLUG_02796	Supercontig_1.3	1018311	1019405	+	1095	2627
CLUG_02797	Supercontig_1.3	1019683	1021902	-	2220	2055
CLUG_02798	Supercontig_1.3	1026221	1028011	+	1791	2084
CLUG_02799	Supercontig_1.3	1029065	1029631	-	567	22269
CLUG_02800	Supercontig_1.3	1031067	1031822	+	756	3145
CLUG_02801	Supercontig_1.3	1032769	1033302	+	534	627
CLUG_02802	Supercontig_1.3	1033764	1034252	-	489	1104
CLUG_02803	Supercontig_1.3	1035519	1037819	-	2301	2184
CLUG_02804	Supercontig_1.3	1039305	1040978	+	1674	4754
CLUG_02805	Supercontig_1.3	1042591	1045803	+	3213	1283
CLUG_02806	Supercontig_1.3	1046695	1048287	+	1593	1023
CLUG_02807	Supercontig_1.3	1048375	1049040	-	666	331
CLUG_02808	Supercontig_1.3	1049301	1051937	+	2637	1005
CLUG_02809	Supercontig_1.3	1052885	1055527	+	2643	946
CLUG_02810	Supercontig_1.3	1052992	1054080	+	1089	0
CLUG_02811	Supercontig_1.3	1053497	1053958	-	462	269
CLUG_02812	Supercontig_1.3	1054387	1054971	+	585	0
CLUG_02813	Supercontig_1.3	1057042	1059105	+	2064	2862
CLUG_02814	Supercontig_1.3	1060228	1061424	+	1197	571
CLUG_02815	Supercontig_1.3	1063063	1063704	+	642	2718
CLUG_02816	Supercontig_1.3	1064268	1065188	+	921	2090
CLUG_02817	Supercontig_1.3	1066363	1068039	+	1677	2797
CLUG_02818	Supercontig_1.3	1068633	1069796	+	1164	327
CLUG_02819	Supercontig_1.3	1070946	1071743	+	798	2
CLUG_02820	Supercontig_1.3	1072350	1074239	-	1890	20
CLUG_02821	Supercontig_1.3	1072356	1074197	+	1842	49004
CLUG_02822	Supercontig_1.3	1074690	1075958	-	1269	735
CLUG_02823	Supercontig_1.3	1078173	1079633	+	1461	373
CLUG_02824	Supercontig_1.3	1078424	1079044	-	621	15
CLUG_02825	Supercontig_1.3	1079966	1082332	-	2367	2581
CLUG_02826	Supercontig_1.3	1082809	1083639	+	831	1235
CLUG_02827	Supercontig_1.3	1084340	1084696	+	357	19919
CLUG_02828	Supercontig_1.3	1086486	1087049	+	564	897
CLUG_02829	Supercontig_1.3	1086513	1087241	-	729	1
CLUG_02830	Supercontig_1.3	1087291	1088175	+	885	1910
CLUG_02831	Supercontig_1.3	1088626	1089369	-	744	0
CLUG_02832	Supercontig_1.3	1088761	1090161	+	1401	704
CLUG_02833	Supercontig_1.3	1090274	1092439	+	2166	2091
CLUG_02834	Supercontig_1.3	1092921	1093706	-	786	308
CLUG_02835	Supercontig_1.3	1094027	1096657	-	2631	20
CLUG_02836	Supercontig_1.3	1094159	1096588	+	2430	506
CLUG_02837	Supercontig_1.3	1095460	1096281	-	822	0
CLUG_02838	Supercontig_1.3	1098935	1099915	-	981	2194
CLUG_02839	Supercontig_1.3	1100527	1101141	-	615	28
CLUG_02840	Supercontig_1.3	1100754	1101218	-	465	1
CLUG_02841	Supercontig_1.3	1100904	1101449	+	546	1590
CLUG_02842	Supercontig_1.3	1102350	1103723	-	1374	3454
CLUG_02843	Supercontig_1.3	1104906	1107230	+	2325	1818
CLUG_02844	Supercontig_1.3	1109305	1110144	-	840	3619
CLUG_02845	Supercontig_1.3	1112052	1114052	-	2001	2039
CLUG_02846	Supercontig_1.3	1112518	1113048	+	531	0
CLUG_02847	Supercontig_1.3	1114961	1115692	+	732	777
CLUG_02848	Supercontig_1.3	1116084	1117670	+	1587	651
CLUG_02849	Supercontig_1.3	1118041	1119057	+	1017	651
CLUG_02850	Supercontig_1.3	1120081	1120689	-	609	9
CLUG_02851	Supercontig_1.3	1120103	1120900	+	798	1715
CLUG_02852	Supercontig_1.3	1121369	1121779	-	411	1118
CLUG_02853	Supercontig_1.3	1122761	1124689	-	1929	2758
CLUG_02854	Supercontig_1.3	1126854	1128155	+	1302	11607
CLUG_02855	Supercontig_1.3	1128666	1130234	+	1569	1210
CLUG_02856	Supercontig_1.3	1130717	1132891	+	2175	1813
CLUG_02857	Supercontig_1.3	1132893	1134020	-	1128	647
CLUG_02858	Supercontig_1.3	1134937	1135992	+	1056	13
CLUG_02859	Supercontig_1.3	1136595	1139072	+	2478	409
CLUG_02860	Supercontig_1.3	1139062	1139889	-	828	276
CLUG_02861	Supercontig_1.3	1139930	1140631	-	702	888
CLUG_02862	Supercontig_1.3	1140825	1141505	-	681	188
CLUG_02863	Supercontig_1.3	1142102	1142941	-	840	3185
CLUG_02864	Supercontig_1.3	1143268	1144671	-	1404	25804
CLUG_02865	Supercontig_1.3	1145263	1146300	-	1038	1635
CLUG_02866	Supercontig_1.3	1146534	1147445	-	912	356
CLUG_02867	Supercontig_1.3	1147741	1147923	-	183	2077
CLUG_02868	Supercontig_1.3	1148247	1151654	+	3408	3241
CLUG_02869	Supercontig_1.3	1152027	1152728	+	702	886
CLUG_02870	Supercontig_1.3	1152780	1153511	-	732	115
CLUG_02871	Supercontig_1.3	1153770	1156157	-	2388	3272
CLUG_02872	Supercontig_1.3	1156366	1158003	-	1638	1383
CLUG_02873	Supercontig_1.3	1162379	1163701	-	1323	2742
CLUG_02874	Supercontig_1.3	1163794	1164783	-	990	3225
CLUG_02875	Supercontig_1.3	1164847	1165917	+	1071	1094
CLUG_02876	Supercontig_1.3	1165940	1166275	-	336	394
CLUG_02877	Supercontig_1.3	1166745	1169657	+	2913	2113
CLUG_02878	Supercontig_1.3	1171226	1172797	+	1572	18900
CLUG_02879	Supercontig_1.3	1172989	1174407	+	1419	6766
CLUG_02880	Supercontig_1.3	1174763	1176649	+	1887	2251
CLUG_02881	Supercontig_1.3	1176689	1178953	-	2265	4089
CLUG_02882	Supercontig_1.3	1179536	1179853	+	318	18699
CLUG_02883	Supercontig_1.3	1180057	1180608	+	552	504
CLUG_02884	Supercontig_1.3	1180733	1182763	-	2031	6420
CLUG_02885	Supercontig_1.3	1184002	1185924	-	1923	269
CLUG_02886	Supercontig_1.3	1186759	1188501	+	1743	8
CLUG_02887	Supercontig_1.3	1190024	1191541	+	1518	4982
CLUG_02888	Supercontig_1.3	1192485	1193849	+	1365	5159
CLUG_02889	Supercontig_1.3	1194932	1196722	+	1791	2500
CLUG_02890	Supercontig_1.3	1197808	1199487	+	1680	4834
CLUG_02891	Supercontig_1.3	1200093	1201316	-	1224	4738
CLUG_02892	Supercontig_1.3	1201495	1203318	-	1824	2127
CLUG_02893	Supercontig_1.3	1204406	1205503	-	1098	739
CLUG_02894	Supercontig_1.3	1206072	1206836	-	765	588
CLUG_02895	Supercontig_1.3	1206180	1206884	+	705	17
CLUG_02896	Supercontig_1.3	1207383	1208615	+	1233	589
CLUG_02897	Supercontig_1.3	1207575	1208249	-	675	0
CLUG_02898	Supercontig_1.3	1209299	1209994	+	696	522
CLUG_02899	Supercontig_1.3	1209446	1210168	-	723	1
CLUG_02900	Supercontig_1.3	1210792	1213074	-	2283	79
CLUG_02901	Supercontig_1.3	1214515	1215294	-	780	2984
CLUG_02902	Supercontig_1.3	1216118	1216981	-	864	1103
CLUG_02903	Supercontig_1.3	1217694	1218476	-	783	0
CLUG_02904	Supercontig_1.3	1220749	1222149	-	1401	272
CLUG_02905	Supercontig_1.3	1222585	1223052	-	468	1
CLUG_02906	Supercontig_1.3	1227527	1233706	+	6180	67
CLUG_02907	Supercontig_1.3	1231735	1232517	-	783	0
CLUG_02908	Supercontig_1.3	1236317	1239061	-	2745	49
CLUG_02909	Supercontig_1.3	1236782	1239220	+	2439	191
CLUG_02910	Supercontig_1.3	1239731	1242142	+	2412	987
CLUG_02911	Supercontig_1.3	1242983	1244932	-	1950	612
CLUG_02912	Supercontig_1.3	1245700	1248204	-	2505	3884
CLUG_02913	Supercontig_1.3	1250554	1253040	-	2487	893
CLUG_02914	Supercontig_1.3	1254897	1255478	-	582	1253
CLUG_02915	Supercontig_1.3	1256252	1256719	-	468	130
CLUG_02916	Supercontig_1.3	1258634	1259650	-	1017	592
CLUG_02917	Supercontig_1.3	1261620	1263215	+	1596	6193
CLUG_02918	Supercontig_1.3	1264183	1268415	-	4233	2185
CLUG_02919	Supercontig_1.3	1272836	1274518	-	1683	7
CLUG_02920	Supercontig_1.3	1272842	1274566	+	1725	1017
CLUG_02921	Supercontig_1.3	1276035	1277621	-	1587	72
CLUG_02922	Supercontig_1.3	1276311	1277114	+	804	0
CLUG_02923	Supercontig_1.3	1278040	1280664	-	2625	539
CLUG_02924	Supercontig_1.3	1278334	1279818	+	1485	0
CLUG_02925	Supercontig_1.3	1279386	1279844	-	459	0
CLUG_02926	Supercontig_1.3	1280676	1281614	+	939	653
CLUG_02927	Supercontig_1.3	1281967	1282962	-	996	1563
CLUG_02928	Supercontig_1.3	1284300	1285211	-	912	20
CLUG_02929	Supercontig_1.3	1285789	1287753	+	1965	37
CLUG_02930	Supercontig_1.3	1289037	1291199	+	2163	1377
CLUG_02931	Supercontig_1.3	1289129	1289842	-	714	2
CLUG_02932	Supercontig_1.3	1292052	1294472	+	2421	1543
CLUG_02933	Supercontig_1.3	1294558	1296684	-	2127	2983
CLUG_02934	Supercontig_1.3	1297597	1298577	-	981	7
CLUG_02935	Supercontig_1.3	1299210	1301309	+	2100	1405
CLUG_02936	Supercontig_1.3	1301952	1302629	-	678	144
CLUG_02937	Supercontig_1.3	1302946	1303890	+	945	2083
CLUG_02938	Supercontig_1.3	1304681	1305880	-	1200	401
CLUG_02939	Supercontig_1.3	1307071	1307835	-	765	661
CLUG_02940	Supercontig_1.3	1308262	1310382	-	2121	8447
CLUG_02941	Supercontig_1.3	1310613	1311095	-	483	271
CLUG_02942	Supercontig_1.3	1313249	1314616	-	1368	1092
CLUG_02943	Supercontig_1.3	1315467	1316498	-	1032	2924
CLUG_02944	Supercontig_1.3	1317729	1318520	+	792	1630
CLUG_02945	Supercontig_1.3	1319157	1320548	+	1392	1941
CLUG_02946	Supercontig_1.3	1321443	1322462	-	1020	810
CLUG_02947	Supercontig_1.3	1321524	1322465	+	942	12
CLUG_02948	Supercontig_1.3	1323159	1324544	+	1386	280
CLUG_02949	Supercontig_1.3	1325623	1327110	+	1488	1660
CLUG_02950	Supercontig_1.3	1327249	1328652	-	1404	531
CLUG_02951	Supercontig_1.3	1328832	1330211	+	1380	675
CLUG_02952	Supercontig_1.3	1329002	1329601	-	600	6
CLUG_02953	Supercontig_1.3	1331209	1332060	-	852	710
CLUG_02954	Supercontig_1.3	1333599	1334618	+	1020	3038
CLUG_02955	Supercontig_1.3	1335806	1340209	+	4404	250
CLUG_02956	Supercontig_1.3	1340787	1342334	-	1548	497
CLUG_02957	Supercontig_1.3	1343059	1343829	-	771	1602
CLUG_02958	Supercontig_1.3	1344641	1345123	+	483	1682
CLUG_02959	Supercontig_1.3	1346229	1346561	-	333	5944
CLUG_02960	Supercontig_1.3	1347406	1349814	-	2409	498
CLUG_02961	Supercontig_1.3	1349957	1352683	+	2727	1273
CLUG_02962	Supercontig_1.3	1353385	1354227	+	843	716
CLUG_02963	Supercontig_1.3	1354343	1358182	-	3840	4703
CLUG_02964	Supercontig_1.3	1359609	1360133	-	525	5
CLUG_02965	Supercontig_1.3	1360344	1360811	+	468	0
CLUG_02966	Supercontig_1.3	1360838	1361896	+	1059	35605
CLUG_02967	Supercontig_1.3	1363356	1365206	-	1851	5542
CLUG_02968	Supercontig_1.3	1365867	1366907	+	1041	25269
CLUG_02969	Supercontig_1.3	1367295	1368500	-	1206	2894
CLUG_02970	Supercontig_1.3	1368803	1370995	-	2193	2854
CLUG_02971	Supercontig_1.3	1371620	1374820	-	3201	2375
CLUG_02972	Supercontig_1.3	1376010	1376723	+	714	1
CLUG_02973	Supercontig_1.3	1376084	1378351	-	2268	316
CLUG_02974	Supercontig_1.3	1377394	1377852	-	459	0
CLUG_02975	Supercontig_1.3	1377993	1378451	-	459	0
CLUG_02976	Supercontig_1.3	1379218	1380852	-	1635	17268
CLUG_02977	Supercontig_1.3	1382231	1383454	+	1224	428
CLUG_02978	Supercontig_1.3	1384533	1386125	+	1593	4616
CLUG_02979	Supercontig_1.3	1387361	1387813	+	453	2163
CLUG_02980	Supercontig_1.3	1389272	1392319	+	3048	2203
CLUG_02981	Supercontig_1.3	1392365	1394068	-	1704	5117
CLUG_02982	Supercontig_1.3	1394220	1395845	+	1626	2211
CLUG_02983	Supercontig_1.3	1396211	1397848	-	1638	1477
CLUG_02984	Supercontig_1.3	1400715	1403540	+	2826	4750
CLUG_02985	Supercontig_1.3	1404849	1405427	+	579	3514
CLUG_02986	Supercontig_1.3	1405481	1405780	-	300	1356
CLUG_02987	Supercontig_1.3	1406522	1407718	+	1197	38548
CLUG_02988	Supercontig_1.3	1406621	1407739	-	1119	16
CLUG_02989	Supercontig_1.3	1407881	1414273	+	6393	1509
CLUG_02990	Supercontig_1.3	1414886	1416124	+	1239	2269
CLUG_02991	Supercontig_1.3	1416935	1420165	+	3231	2894
CLUG_02992	Supercontig_1.3	1420219	1420848	-	630	158
CLUG_02993	Supercontig_1.3	1421019	1425494	-	4476	3744
CLUG_02994	Supercontig_1.3	1426076	1426282	+	207	1289
CLUG_02995	Supercontig_1.3	1427378	1428655	-	1278	4228
CLUG_02996	Supercontig_1.3	1430284	1432341	+	2058	1121
CLUG_02997	Supercontig_1.3	1432448	1433269	+	822	1692
CLUG_02998	Supercontig_1.3	1436594	1437967	+	1374	5885
CLUG_02999	Supercontig_1.3	1438058	1439929	-	1872	4975
CLUG_03000	Supercontig_1.3	1442974	1443888	-	915	5823
CLUG_03001	Supercontig_1.3	1445626	1447293	+	1668	199
CLUG_03002	Supercontig_1.3	1445770	1447443	-	1674	2812
CLUG_03003	Supercontig_1.3	1449080	1450192	-	1113	2019
CLUG_03004	Supercontig_1.3	1453198	1454907	+	1710	415
CLUG_03005	Supercontig_1.3	1455710	1458778	+	3069	1492
CLUG_03006	Supercontig_1.3	1459103	1459825	-	723	452
CLUG_03007	Supercontig_1.3	1460558	1461604	+	1047	487
CLUG_03008	Supercontig_1.3	1461967	1463259	-	1293	661
CLUG_03009	Supercontig_1.3	1463734	1465617	+	1884	251
CLUG_03010	Supercontig_1.3	1465713	1467467	+	1755	928
CLUG_03011	Supercontig_1.3	1467594	1468451	+	858	479
CLUG_03012	Supercontig_1.3	1468711	1471320	-	2610	917
CLUG_03013	Supercontig_1.3	1472248	1473144	+	897	643
CLUG_03014	Supercontig_1.3	1473783	1474115	-	333	11943
CLUG_03015	Supercontig_1.3	1474709	1475254	+	546	14159
CLUG_03016	Supercontig_1.3	1474769	1475269	-	501	6
CLUG_03017	Supercontig_1.3	1476071	1477003	+	933	636
CLUG_03018	Supercontig_1.3	1476125	1477009	-	885	2
CLUG_03019	Supercontig_1.3	1477315	1478259	-	945	2964
CLUG_03020	Supercontig_1.3	1478416	1481052	-	2637	2172
CLUG_03021	Supercontig_1.3	1482286	1483335	-	1050	3677
CLUG_03022	Supercontig_1.3	1484434	1485069	-	636	1851
CLUG_03023	Supercontig_1.3	1485166	1486851	+	1686	1160
CLUG_03024	Supercontig_1.3	1487202	1487579	-	378	5988
CLUG_03025	Supercontig_1.3	1488108	1489520	-	1413	1908
CLUG_03026	Supercontig_1.3	1490370	1491524	+	1155	659
CLUG_03027	Supercontig_1.3	1491717	1492181	-	465	266
CLUG_03028	Supercontig_1.3	1491829	1492344	+	516	4
CLUG_03029	Supercontig_1.3	1492936	1495515	+	2580	4379
CLUG_03030	Supercontig_1.3	1496014	1496502	-	489	485
CLUG_03031	Supercontig_1.3	1497543	1498610	+	1068	370
CLUG_03032	Supercontig_1.3	1499330	1501270	-	1941	1178
CLUG_03033	Supercontig_1.3	1503956	1507951	+	3996	4071
CLUG_03034	Supercontig_1.3	1508291	1512868	-	4578	6390
CLUG_03035	Supercontig_1.3	1514806	1515504	-	699	28
CLUG_03036	Supercontig_1.3	1516011	1517918	+	1908	1560
CLUG_03037	Supercontig_1.3	1519053	1519349	+	297	1878
CLUG_03038	Supercontig_1.3	1519449	1522583	-	3135	3060
CLUG_03039	Supercontig_1.3	1525364	1525822	+	459	0
CLUG_03040	Supercontig_1.3	1525824	1527923	+	2100	3
CLUG_03041	Supercontig_1.3	1528078	1528695	+	618	465
CLUG_03042	Supercontig_1.3	1528822	1529868	-	1047	551
CLUG_03043	Supercontig_1.3	1530840	1531688	+	849	496
CLUG_03044	Supercontig_1.3	1533174	1535093	+	1920	1333
CLUG_03045	Supercontig_1.3	1537336	1538307	+	972	199
CLUG_03046	Supercontig_1.3	1538954	1541170	-	2217	6265
CLUG_03047	Supercontig_1.3	1541913	1542413	+	501	1181
CLUG_03048	Supercontig_1.3	1543059	1543802	+	744	520
CLUG_03049	Supercontig_1.3	1544081	1545631	-	1551	1015
CLUG_03050	Supercontig_1.3	1546436	1547893	+	1458	1327
CLUG_03051	Supercontig_1.3	1548070	1549347	-	1278	793
CLUG_03052	Supercontig_1.3	1549723	1551207	+	1485	436
CLUG_03053	Supercontig_1.3	1551952	1552560	-	609	12851
CLUG_03054	Supercontig_1.3	1553287	1555695	-	2409	6103
CLUG_03055	Supercontig_1.3	1556838	1560425	-	3588	2029
CLUG_03056	Supercontig_1.3	1562531	1564225	+	1695	1544
CLUG_03057	Supercontig_1.3	1564308	1565420	-	1113	1321
CLUG_03058	Supercontig_1.3	1566976	1569138	+	2163	1393
CLUG_03059	Supercontig_1.3	1570354	1570935	+	582	590
CLUG_03060	Supercontig_1.3	1571071	1574076	+	3006	4831
CLUG_03061	Supercontig_1.3	1574178	1575029	+	852	2050
CLUG_03062	Supercontig_1.3	1575111	1576406	-	1296	1293
CLUG_03063	Supercontig_1.3	1576514	1578592	-	2079	868
CLUG_03064	Supercontig_1.3	1580647	1581258	+	612	10768
CLUG_03065	Supercontig_1.3	1581558	1582046	-	489	28577
CLUG_03066	Supercontig_1.3	1582138	1582692	-	555	9
CLUG_03067	Supercontig_1.3	1584013	1584183	-	171	9188
CLUG_03068	Supercontig_1.3	1584688	1587048	+	2361	1738
CLUG_03069	Supercontig_1.3	1587543	1588745	+	1203	1400
CLUG_03070	Supercontig_1.3	1589709	1591445	+	1737	8549
CLUG_03071	Supercontig_1.3	1592363	1595269	+	2907	2230
CLUG_03072	Supercontig_1.3	1595867	1597750	-	1884	2484
CLUG_03073	Supercontig_1.3	1599473	1600864	+	1392	1793
CLUG_03074	Supercontig_1.3	1601479	1602465	-	987	12
CLUG_03075	Supercontig_1.3	1604241	1605752	+	1512	796
CLUG_03076	Supercontig_1.3	1605810	1607876	+	2067	1770
CLUG_03077	Supercontig_1.3	1609203	1609439	+	237	150
CLUG_03078	Supercontig_1.3	1609565	1612945	-	3381	3196
CLUG_03079	Supercontig_1.3	1614888	1616264	-	1377	2278
CLUG_03080	Supercontig_1.3	1617476	1620988	+	3513	2298
CLUG_03081	Supercontig_1.3	1621415	1622689	-	1275	2446
CLUG_03082	Supercontig_1.3	1623933	1624733	+	801	389
CLUG_03083	Supercontig_1.3	1625033	1625287	+	255	9847
CLUG_03084	Supercontig_1.3	1625763	1626941	-	1179	3025
CLUG_03085	Supercontig_1.3	1627243	1628673	+	1431	1417
CLUG_03086	Supercontig_1.3	1629927	1632443	+	2517	5759
CLUG_03087	Supercontig_1.3	1633136	1633546	+	411	11097
CLUG_03088	Supercontig_1.3	1634147	1635553	-	1407	8091
CLUG_03089	Supercontig_1.3	1637313	1637672	-	360	24706
CLUG_03090	Supercontig_1.3	1639161	1639661	-	501	8
CLUG_03091	Supercontig_1.3	1640438	1641595	+	1158	1669
CLUG_03092	Supercontig_1.3	1642573	1646019	+	3447	8063
CLUG_03093	Supercontig_1.3	1646043	1647767	+	1725	3
CLUG_03094	Supercontig_1.3	1647860	1648495	-	636	466
CLUG_03095	Supercontig_1.3	1648923	1651091	-	2169	4215
CLUG_03096	Supercontig_1.3	1652035	1654503	-	2469	3596
CLUG_03097	Supercontig_1.3	1655512	1656054	+	543	2197
CLUG_03098	Supercontig_1.3	1656139	1657698	-	1560	2064
CLUG_03099	Supercontig_1.3	1656152	1656751	+	600	13
CLUG_03100	Supercontig_1.3	1659041	1659397	-	357	1149
CLUG_03101	Supercontig_1.3	1660211	1660855	+	645	830
CLUG_03102	Supercontig_1.3	1660901	1661242	-	342	2142
CLUG_03103	Supercontig_1.3	1661252	1661704	-	453	28
CLUG_03104	Supercontig_1.3	1661976	1662329	-	354	17908
CLUG_03105	Supercontig_1.3	1665626	1666123	-	498	457
CLUG_03106	Supercontig_1.3	1668038	1671307	+	3270	11411
CLUG_03107	Supercontig_1.3	1668532	1669077	-	546	1
CLUG_03108	Supercontig_1.3	1671472	1673397	-	1926	1191
CLUG_03109	Supercontig_1.3	1673424	1675628	+	2205	993
CLUG_03110	Supercontig_1.3	1675645	1677447	-	1803	1126
CLUG_03111	Supercontig_1.3	1677908	1678711	-	804	419
CLUG_03112	Supercontig_1.3	1679078	1682776	+	3699	5241
CLUG_03113	Supercontig_1.3	1683175	1687644	-	4470	18463
CLUG_03114	Supercontig_1.3	1687970	1688500	+	531	0
CLUG_03115	Supercontig_1.3	1688907	1701437	+	12531	2613
CLUG_03116	Supercontig_1.3	1701617	1702090	-	474	19179
CLUG_03117	Supercontig_1.3	1703228	1704724	-	1497	641
CLUG_03118	Supercontig_1.3	1706374	1706871	+	498	449
CLUG_03119	Supercontig_1.3	1707003	1707884	-	882	660
CLUG_03120	Supercontig_1.3	1708052	1708243	-	192	493
CLUG_03121	Supercontig_1.3	1708810	1709526	+	717	3691
CLUG_03122	Supercontig_1.3	1709559	1710884	-	1326	2304
CLUG_03123	Supercontig_1.3	1711858	1713447	+	1590	1757
CLUG_03124	Supercontig_1.3	1713726	1714664	-	939	8709
CLUG_03125	Supercontig_1.3	1716182	1717348	+	1167	33801
CLUG_03126	Supercontig_1.3	1717721	1718701	+	981	446
CLUG_03127	Supercontig_1.3	1719413	1721017	-	1605	917
CLUG_03128	Supercontig_1.3	1725907	1726746	+	840	320
CLUG_03129	Supercontig_1.3	1727366	1727827	+	462	1659
CLUG_03130	Supercontig_1.3	1728026	1729615	-	1590	4891
CLUG_03131	Supercontig_1.3	1730519	1731517	-	999	2148
CLUG_03132	Supercontig_1.3	1732707	1734944	+	2238	897
CLUG_03133	Supercontig_1.3	1735966	1736247	+	282	254
CLUG_03134	Supercontig_1.3	1736309	1736854	+	546	260
CLUG_03135	Supercontig_1.3	1736407	1738206	-	1800	1986
CLUG_03136	Supercontig_1.3	1738567	1739037	+	471	366
CLUG_03137	Supercontig_1.3	1739477	1741303	-	1827	4798
CLUG_03138	Supercontig_1.3	1741814	1742653	-	840	6005
CLUG_03139	Supercontig_1.3	1744137	1745642	+	1506	2239
CLUG_03140	Supercontig_1.3	1746254	1746712	+	459	9868
CLUG_03141	Supercontig_1.3	1746922	1748895	+	1974	2226
CLUG_03142	Supercontig_1.3	1749087	1750766	-	1680	1654
CLUG_03143	Supercontig_1.3	1750784	1751953	-	1170	754
CLUG_03144	Supercontig_1.3	1752170	1754386	-	2217	823
CLUG_03145	Supercontig_1.3	1754946	1755911	-	966	582
CLUG_03146	Supercontig_1.3	1756581	1758179	-	1599	1284
CLUG_03147	Supercontig_1.3	1758952	1761270	-	2319	2905
CLUG_03148	Supercontig_1.3	1762955	1765315	-	2361	1321
CLUG_03149	Supercontig_1.3	1765918	1767336	-	1419	1239
CLUG_03150	Supercontig_1.3	1768263	1768610	+	348	4862
CLUG_03151	Supercontig_1.3	1768952	1771099	+	2148	983
CLUG_03152	Supercontig_1.3	1771324	1773342	-	2019	1355
CLUG_03153	Supercontig_1.3	1774050	1775408	+	1359	1383
CLUG_03154	Supercontig_1.3	1776396	1777649	+	1254	1
CLUG_03155	Supercontig_1.3	1778075	1778830	-	756	259
CLUG_03156	Supercontig_1.3	1779218	1780945	-	1728	1364
CLUG_03157	Supercontig_1.3	1781265	1783238	+	1974	54
CLUG_03158	Supercontig_1.3	1783664	1784158	-	495	587
CLUG_03159	Supercontig_1.3	1784722	1785510	-	789	2142
CLUG_03160	Supercontig_1.3	1786258	1788651	-	2394	1669
CLUG_03161	Supercontig_1.3	1789072	1790070	-	999	2216
CLUG_03162	Supercontig_1.3	1793303	1794727	+	1425	12651
CLUG_03163	Supercontig_1.3	1795975	1797969	-	1995	1568
CLUG_03164	Supercontig_1.3	1799247	1799693	-	447	1300
CLUG_03165	Supercontig_1.3	1799932	1800408	+	477	849
CLUG_03166	Supercontig_1.3	1800941	1802536	+	1596	1193
CLUG_03167	Supercontig_1.3	1802852	1803118	-	267	358
CLUG_03168	Supercontig_1.3	1803691	1807731	+	4041	14820
CLUG_03169	Supercontig_1.3	1808263	1809090	-	828	7
CLUG_03170	Supercontig_1.3	1808278	1809006	+	729	16771
CLUG_03171	Supercontig_1.3	1811080	1811403	-	324	1697
CLUG_03172	Supercontig_1.3	1812308	1816162	+	3855	3773
CLUG_03173	Supercontig_1.3	1816211	1818562	-	2352	1604
CLUG_03174	Supercontig_1.3	1819412	1821334	+	1923	1374
CLUG_03175	Supercontig_1.3	1821592	1824066	-	2475	4817
CLUG_03176	Supercontig_1.3	1825747	1827099	-	1353	2631
CLUG_03177	Supercontig_1.3	1827985	1828839	-	855	326
CLUG_03178	Supercontig_1.3	1829954	1830958	-	1005	1124
CLUG_03179	Supercontig_1.3	1832432	1834174	+	1743	9477
CLUG_03180	Supercontig_1.3	1835363	1838611	+	3249	3564
CLUG_03181	Supercontig_1.3	1838700	1839827	-	1128	1161
CLUG_03182	Supercontig_1.3	1840099	1842066	-	1968	746
CLUG_03183	Supercontig_1.3	1842237	1843046	-	810	1
CLUG_03184	Supercontig_1.3	1843422	1844099	-	678	3
CLUG_03185	Supercontig_1.3	1844943	1846637	-	1695	1560
CLUG_03186	Supercontig_1.3	1846796	1847800	-	1005	582
CLUG_03187	Supercontig_1.3	1848032	1849930	-	1899	840
CLUG_03188	Supercontig_1.3	1850301	1851467	-	1167	4008
CLUG_03189	Supercontig_1.3	1851864	1853066	-	1203	1372
CLUG_03190	Supercontig_1.3	1853377	1854522	-	1146	724
CLUG_03191	Supercontig_1.3	1854578	1855501	-	924	193
CLUG_03192	Supercontig_1.3	1855938	1857449	+	1512	1581
CLUG_03193	Supercontig_1.3	1858064	1859809	+	1746	4045
CLUG_03194	Supercontig_1.3	1863733	1864245	-	513	15
CLUG_03195	Supercontig_1.3	1872847	1873305	-	459	0
CLUG_03196	Supercontig_1.3	1872993	1873502	+	510	17
CLUG_03197	Supercontig_1.4	399	1046	-	648	437
CLUG_03198	Supercontig_1.4	4967	6052	+	1086	264
CLUG_03199	Supercontig_1.4	7141	8229	+	1089	7309
CLUG_03200	Supercontig_1.4	8990	9475	-	486	2
CLUG_03201	Supercontig_1.4	10811	11356	-	546	773
CLUG_03202	Supercontig_1.4	13044	14609	+	1566	2127
CLUG_03203	Supercontig_1.4	15877	17157	-	1281	9397
CLUG_03204	Supercontig_1.4	17284	17871	-	588	951
CLUG_03205	Supercontig_1.4	19641	21125	-	1485	1363
CLUG_03206	Supercontig_1.4	22563	23024	+	462	3
CLUG_03207	Supercontig_1.4	24380	25657	-	1278	1052
